chamber_before_election,chamber_after_election,Party,Candidate,Year,Ideology,Nominate_D1_before,Nominate_D2_before,NP_D1_before,NP_D2_before,Nominate_D1_after,Nominate_D2_after,NP_D1_after,NP_D2_after
House,House,Republican,Devin Nunes,2014,1.116,0.45,0.223,0.335,0.626,0.45,0.223,0.357,0.393
House,House,Republican,Devin Nunes,2016,1.134,0.45,0.223,0.374,0.492,0.45,0.223,0.335,0.626
House,House,Republican,Devin Nunes,2018,1.871,0.45,0.223,0.462,0.366,0.45,0.223,0.374,0.492
House,House,Republican,Devin Nunes,2020,1.952,0.45,0.223,0.456,0.68,0.45,0.223,0.462,0.366
House,House,Republican,Dan Benishek,2012,1.598,0.491,-0.15,0.456,-0.177,0.491,-0.15,0.592,-0.367
House,House,Republican,Dan Benishek,2014,1.567,0.491,-0.15,0.407,-0.042,0.491,-0.15,0.456,-0.177
NA,House,Republican,Dan Benishek,2016,1.388,NA,NA,NA,NA,0.491,-0.15,0.407,-0.042
NA,House,Democratic,Bart Stupak,2010,-1.42,NA,NA,NA,NA,-0.396,0.701,-0.352,0.765
House,House,Republican,Glenn Thompson,2010,1.553,0.335,0.335,0.295,0.246,0.335,0.335,0.325,0.545
House,House,Republican,Glenn Thompson,2012,1.464,0.335,0.335,0.276,0.394,0.335,0.335,0.295,0.246
House,House,Republican,Glenn Thompson,2014,1.266,0.335,0.335,0.322,0.187,0.335,0.335,0.276,0.394
House,House,Republican,Glenn Thompson,2016,1.216,0.335,0.335,0.285,0.654,0.335,0.335,0.322,0.187
House,House,Republican,Glenn Thompson,2018,1.482,0.335,0.335,0.336,0.403,0.335,0.335,0.285,0.654
House,House,Republican,Glenn Thompson,2020,1.7,0.335,0.335,0.355,0.513,0.335,0.335,0.336,0.403
House,House,Republican,Glenn Thompson,2022,1.732,0.335,0.335,0.367,0.29,0.335,0.335,0.355,0.513
House,House,Republican,Glenn Thompson,2024,1.689,0.335,0.335,0.373,0.531,0.335,0.335,0.367,0.29
House,House,Republican,Scott DesJarlais,2012,1.633,0.578,-0.047,0.637,-0.22,0.578,-0.047,0.507,0.156
House,House,Republican,Scott DesJarlais,2014,1.643,0.578,-0.047,0.703,-0.336,0.578,-0.047,0.637,-0.22
House,House,Republican,Scott DesJarlais,2016,1.63,0.578,-0.047,0.637,-0.068,0.578,-0.047,0.703,-0.336
House,House,Republican,Scott DesJarlais,2018,1.739,0.578,-0.047,0.562,0.005,0.578,-0.047,0.637,-0.068
House,House,Republican,Scott DesJarlais,2020,2.027,0.578,-0.047,0.57,-0.013,0.578,-0.047,0.562,0.005
House,House,Republican,Scott DesJarlais,2022,1.999,0.578,-0.047,0.607,0.013,0.578,-0.047,0.57,-0.013
House,House,Republican,Scott DesJarlais,2024,1.981,0.578,-0.047,0.494,-0.026,0.578,-0.047,0.607,0.013
House,House,Republican,Charles J. Fleischmann,2012,1.436,0.432,0.393,0.488,0.162,0.432,0.393,0.488,0.345
House,House,Republican,Charles J. Fleischmann,2014,1.482,0.432,0.393,0.488,0.395,0.432,0.393,0.488,0.162
House,House,Republican,Charles J. Fleischmann,2016,1.38,0.432,0.393,0.393,0.352,0.432,0.393,0.488,0.395
House,House,Republican,Charles J. Fleischmann,2018,1.524,0.432,0.393,0.411,0.42,0.432,0.393,0.393,0.352
House,House,Republican,Charles J. Fleischmann,2020,1.731,0.432,0.393,0.497,0.177,0.432,0.393,0.411,0.42
House,House,Republican,Charles J. Fleischmann,2022,1.698,0.432,0.393,0.336,0.323,0.432,0.393,0.497,0.177
House,House,Republican,Charles J. Fleischmann,2024,1.812,0.432,0.393,0.373,0.531,0.432,0.393,0.336,0.323
NA,House,Democratic,Lincoln Davis,2010,-0.614,NA,NA,NA,NA,-0.205,0.854,-0.262,0.906
House,House,Republican,Vern Buchanan,2010,1.367,0.361,-0.083,0.409,-0.277,0.361,-0.083,0.3,-0.069
House,House,Republican,Vern Buchanan,2012,1.467,0.361,-0.083,0.423,-0.174,0.361,-0.083,0.409,-0.277
House,House,Republican,Vern Buchanan,2014,1.338,0.361,-0.083,0.369,-0.16,0.361,-0.083,0.423,-0.174
House,House,Republican,Vern Buchanan,2016,1.367,0.361,-0.083,0.349,-0.056,0.361,-0.083,0.369,-0.16
House,House,Republican,Vern Buchanan,2018,1.497,0.361,-0.083,0.342,0.003,0.361,-0.083,0.349,-0.056
House,House,Republican,Vern Buchanan,2020,1.725,0.361,-0.083,0.429,0.226,0.361,-0.083,0.342,0.003
House,House,Republican,Vern Buchanan,2022,1.585,0.361,-0.083,0.408,0.102,0.361,-0.083,0.429,0.226
House,House,Republican,Vern Buchanan,2024,1.494,0.361,-0.083,0.375,0.529,0.361,-0.083,0.408,0.102
House,House,Democratic,Rick Larsen,2010,-1.944,-0.365,0.163,-0.316,0.107,-0.365,0.163,-0.38,0.281
House,House,Democratic,Rick Larsen,2012,-1.775,-0.365,0.163,-0.364,0.132,-0.365,0.163,-0.316,0.107
House,House,Democratic,Rick Larsen,2014,-1.87,-0.365,0.163,-0.346,0.048,-0.365,0.163,-0.364,0.132
House,House,Democratic,Rick Larsen,2016,-1.837,-0.365,0.163,-0.345,-0.001,-0.365,0.163,-0.346,0.048
House,House,Democratic,Rick Larsen,2018,-1.914,-0.365,0.163,-0.374,0.122,-0.365,0.163,-0.345,-0.001
House,House,Democratic,Rick Larsen,2020,-1.972,-0.365,0.163,-0.435,0.113,-0.365,0.163,-0.374,0.122
House,House,Democratic,Rick Larsen,2022,-1.976,-0.365,0.163,-0.325,-0.131,-0.365,0.163,-0.435,0.113
House,House,Democratic,Rick Larsen,2024,-2.143,-0.365,0.163,-0.268,-0.361,-0.365,0.163,-0.325,-0.131
House,House,Democratic,Suzan DelBene,2012,-2.172,-0.293,-0.203,-0.254,-0.218,-0.293,-0.203,-0.304,0.013
House,House,Democratic,Suzan DelBene,2014,-2.257,-0.293,-0.203,-0.309,-0.187,-0.293,-0.203,-0.254,-0.218
House,House,Democratic,Suzan DelBene,2016,-2.191,-0.293,-0.203,-0.295,-0.302,-0.293,-0.203,-0.309,-0.187
House,House,Democratic,Suzan DelBene,2018,-2.202,-0.293,-0.203,-0.353,-0.178,-0.293,-0.203,-0.295,-0.302
House,House,Democratic,Suzan DelBene,2020,-2.304,-0.293,-0.203,-0.475,0.289,-0.293,-0.203,-0.353,-0.178
House,House,Democratic,Suzan DelBene,2022,-2.371,-0.293,-0.203,-0.36,-0.143,-0.293,-0.203,-0.475,0.289
House,House,Democratic,Suzan DelBene,2024,-2.489,-0.293,-0.203,-0.351,-0.149,-0.293,-0.203,-0.36,-0.143
House,House,Democratic,Bernie Thompson,2010,-2.631,-0.519,0.391,-0.546,0.451,-0.519,0.391,-0.468,0.105
House,House,Democratic,Bernie Thompson,2012,-2.592,-0.519,0.391,-0.494,0.287,-0.519,0.391,-0.546,0.451
House,House,Democratic,Bernie Thompson,2014,-2.486,-0.519,0.391,-0.534,0.293,-0.519,0.391,-0.494,0.287
House,House,Democratic,Bernie Thompson,2016,-2.564,-0.519,0.391,-0.566,0.466,-0.519,0.391,-0.534,0.293
House,House,Democratic,Bernie Thompson,2018,-2.572,-0.519,0.391,-0.553,0.224,-0.519,0.391,-0.566,0.466
House,House,Democratic,Bernie Thompson,2020,-2.511,-0.519,0.391,-0.515,0.32,-0.519,0.391,-0.553,0.224
House,House,Democratic,Bernie Thompson,2022,-2.518,-0.519,0.391,-0.607,0.317,-0.519,0.391,-0.515,0.32
House,House,Democratic,Bernie Thompson,2024,-2.516,-0.519,0.391,-0.753,0.658,-0.519,0.391,-0.607,0.317
House,House,Republican,Tom Graves,2010,1.579,0.716,-0.002,0.856,-0.234,0.716,-0.002,0.867,0.053
House,House,Republican,Tom Graves,2012,1.779,0.716,-0.002,0.753,-0.099,0.716,-0.002,0.856,-0.234
House,House,Republican,Tom Graves,2014,1.683,0.716,-0.002,0.632,0.036,0.716,-0.002,0.753,-0.099
House,House,Republican,Tom Graves,2016,1.658,0.716,-0.002,0.625,0.268,0.716,-0.002,0.632,0.036
House,House,Republican,Tom Graves,2018,1.679,0.716,-0.002,0.664,0.143,0.716,-0.002,0.625,0.268
NA,House,Republican,Tom Graves,2020,1.875,NA,NA,NA,NA,0.716,-0.002,0.664,0.143
House,House,Republican,John L. Mica,2010,1.319,0.453,0.137,0.503,0.127,0.453,0.137,0.401,0.335
House,House,Republican,John L. Mica,2012,1.306,0.453,0.137,0.515,-0.027,0.453,0.137,0.503,0.127
House,House,Republican,John L. Mica,2014,1.231,0.453,0.137,0.443,0.191,0.453,0.137,0.515,-0.027
NA,House,Republican,John L. Mica,2016,1.199,NA,NA,NA,NA,0.453,0.137,0.443,0.191
House,House,Democratic,Jerrold Nadler,2010,-2.691,-0.507,-0.479,-0.502,-0.461,-0.507,-0.479,-0.504,-0.436
House,House,Democratic,Jerrold Nadler,2012,-2.59,-0.507,-0.479,-0.515,-0.422,-0.507,-0.479,-0.502,-0.461
House,House,Democratic,Jerrold Nadler,2014,-2.483,-0.507,-0.479,-0.47,-0.406,-0.507,-0.479,-0.515,-0.422
House,House,Democratic,Jerrold Nadler,2016,-2.234,-0.507,-0.479,-0.497,-0.561,-0.507,-0.479,-0.47,-0.406
House,House,Democratic,Jerrold Nadler,2018,-2.383,-0.507,-0.479,-0.544,-0.367,-0.507,-0.479,-0.497,-0.561
House,House,Democratic,Jerrold Nadler,2020,-2.388,-0.507,-0.479,-0.488,-0.356,-0.507,-0.479,-0.544,-0.367
House,House,Democratic,Jerrold Nadler,2022,-2.144,-0.507,-0.479,-0.448,-0.39,-0.507,-0.479,-0.488,-0.356
House,House,Democratic,Jerrold Nadler,2024,-2.343,-0.507,-0.479,-0.61,-0.324,-0.507,-0.479,-0.448,-0.39
House,House,Republican,Samuel Johnson,2010,1.778,0.61,0.277,0.552,0.378,0.61,0.277,0.612,0.344
House,House,Republican,Samuel Johnson,2012,1.719,0.61,0.277,0.568,0.241,0.61,0.277,0.552,0.378
House,House,Republican,Samuel Johnson,2014,1.657,0.61,0.277,0.658,0.125,0.61,0.277,0.568,0.241
House,House,Republican,Samuel Johnson,2016,1.6,0.61,0.277,0.67,0.114,0.61,0.277,0.658,0.125
NA,House,Republican,Samuel Johnson,2018,1.611,NA,NA,NA,NA,0.61,0.277,0.67,0.114
House,House,Democratic,Bill Owens,2010,-1.372,-0.182,0.409,-0.171,0.342,-0.182,0.409,-0.189,0.61
House,House,Democratic,Bill Owens,2012,-1.328,-0.182,0.409,-0.157,0.278,-0.182,0.409,-0.171,0.342
NA,House,Democratic,Bill Owens,2014,-1.075,NA,NA,NA,NA,-0.182,0.409,-0.157,0.278
House,House,Democratic,Gwen Moore,2010,-2.857,-0.522,-0.271,-0.562,-0.094,-0.522,-0.271,-0.593,-0.309
House,House,Democratic,Gwen Moore,2012,-2.917,-0.522,-0.271,-0.524,-0.166,-0.522,-0.271,-0.562,-0.094
House,House,Democratic,Gwen Moore,2014,-2.922,-0.522,-0.271,-0.475,-0.285,-0.522,-0.271,-0.524,-0.166
House,House,Democratic,Gwen Moore,2016,-2.839,-0.522,-0.271,-0.528,-0.199,-0.522,-0.271,-0.475,-0.285
House,House,Democratic,Gwen Moore,2018,-2.633,-0.522,-0.271,-0.433,-0.4,-0.522,-0.271,-0.528,-0.199
House,House,Democratic,Gwen Moore,2020,-2.677,-0.522,-0.271,-0.302,-0.45,-0.522,-0.271,-0.433,-0.4
House,House,Democratic,Gwen Moore,2022,-2.604,-0.522,-0.271,-0.423,-0.459,-0.522,-0.271,-0.302,-0.45
House,House,Democratic,Gwen Moore,2024,-2.666,-0.522,-0.271,-0.767,0.23,-0.522,-0.271,-0.423,-0.459
House,House,Republican,Jim Sensenbrenner,2010,2.04,0.638,-0.579,0.689,-0.599,0.638,-0.579,0.69,-0.383
House,House,Republican,Jim Sensenbrenner,2012,1.909,0.638,-0.579,0.66,-0.587,0.638,-0.579,0.689,-0.599
House,House,Republican,Jim Sensenbrenner,2014,1.682,0.638,-0.579,0.667,-0.538,0.638,-0.579,0.66,-0.587
House,House,Republican,Jim Sensenbrenner,2016,1.654,0.638,-0.579,0.666,-0.458,0.638,-0.579,0.667,-0.538
House,House,Republican,Jim Sensenbrenner,2018,1.714,0.638,-0.579,0.573,-0.267,0.638,-0.579,0.666,-0.458
NA,House,Republican,Jim Sensenbrenner,2020,2.114,NA,NA,NA,NA,0.638,-0.579,0.573,-0.267
House,House,Republican,Paul Ryan,2010,1.976,0.556,-0.25,0.547,-0.186,0.556,-0.25,0.588,-0.278
House,House,Republican,Paul Ryan,2012,2.193,0.556,-0.25,0.52,0.038,0.556,-0.25,0.547,-0.186
House,House,Republican,Paul Ryan,2014,2.011,0.556,-0.25,0.485,0.163,0.556,-0.25,0.52,0.038
House,House,Republican,Paul Ryan,2016,1.815,0.556,-0.25,0.31,0.205,0.556,-0.25,0.485,0.163
NA,House,Republican,Paul Ryan,2018,1.815,NA,NA,NA,NA,0.556,-0.25,0.31,0.205
House,House,Democratic,Suzanne Bonamici,2012,-2.271,-0.399,-0.417,-0.392,-0.347,-0.399,-0.417,-0.389,-0.36
House,House,Democratic,Suzanne Bonamici,2014,-2.262,-0.399,-0.417,-0.404,-0.385,-0.399,-0.417,-0.392,-0.347
House,House,Democratic,Suzanne Bonamici,2016,-2.302,-0.399,-0.417,-0.392,-0.496,-0.399,-0.417,-0.404,-0.385
House,House,Democratic,Suzanne Bonamici,2018,-2.383,-0.399,-0.417,-0.448,-0.437,-0.399,-0.417,-0.392,-0.496
House,House,Democratic,Suzanne Bonamici,2020,-2.346,-0.399,-0.417,-0.41,-0.45,-0.399,-0.417,-0.448,-0.437
House,House,Democratic,Suzanne Bonamici,2022,-2.304,-0.399,-0.417,-0.44,-0.417,-0.399,-0.417,-0.41,-0.45
House,House,Democratic,Suzanne Bonamici,2024,-2.41,-0.399,-0.417,-0.531,-0.284,-0.399,-0.417,-0.44,-0.417
House,House,Republican,Scott Garrett,2010,1.699,0.688,-0.243,0.742,-0.244,0.688,-0.243,0.72,-0.137
House,House,Republican,Scott Garrett,2012,1.863,0.688,-0.243,0.671,-0.306,0.688,-0.243,0.742,-0.244
House,House,Republican,Scott Garrett,2014,1.932,0.688,-0.243,0.622,-0.476,0.688,-0.243,0.671,-0.306
NA,House,Republican,Scott Garrett,2016,2.065,NA,NA,NA,NA,0.688,-0.243,0.622,-0.476
House,House,Democratic,Chris Murphy,2010,-2.176,-0.284,-0.248,-0.275,-0.279,-0.284,-0.248,-0.322,-0.061
Senate,House,Democratic,Chris Murphy,2012,-2.263,-0.284,-0.248,-0.499,-0.248,-0.284,-0.248,-0.275,-0.279
Senate,Senate,Democratic,Chris Murphy,2014,-2.199,-0.284,-0.248,-0.376,-0.15,-0.284,-0.248,-0.499,-0.248
Senate,Senate,Democratic,Chris Murphy,2016,-2.197,-0.284,-0.248,-0.299,-0.044,-0.284,-0.248,-0.376,-0.15
Senate,Senate,Democratic,Chris Murphy,2018,-2.531,-0.284,-0.248,-0.165,-0.323,-0.284,-0.248,-0.299,-0.044
Senate,Senate,Democratic,Chris Murphy,2020,-2.577,-0.284,-0.248,-0.32,-0.26,-0.284,-0.248,-0.165,-0.323
Senate,Senate,Democratic,Chris Murphy,2022,-2.481,-0.284,-0.248,-0.459,-0.267,-0.284,-0.248,-0.32,-0.26
Senate,Senate,Democratic,Chris Murphy,2024,-2.416,-0.284,-0.248,-0.55,-0.835,-0.284,-0.248,-0.459,-0.267
House,House,Democratic,Elizabeth Esty,2014,-2.045,-0.315,-0.078,-0.312,-0.09,-0.315,-0.078,-0.303,-0.146
House,House,Democratic,Elizabeth Esty,2016,-2.048,-0.315,-0.078,-0.341,0.067,-0.315,-0.078,-0.312,-0.09
NA,House,Democratic,Elizabeth Esty,2018,-2.013,NA,NA,NA,NA,-0.315,-0.078,-0.341,0.067
House,House,Democratic,Howard Berman,2010,-2.104,-0.404,-0.286,-0.368,-0.087,-0.404,-0.286,-0.445,-0.003
NA,House,Democratic,Howard Berman,2012,-1.981,NA,NA,NA,NA,-0.404,-0.286,-0.368,-0.087
House,House,Democratic,Brad Sherman,2010,-2.035,-0.344,-0.137,-0.345,-0.165,-0.344,-0.137,-0.448,0.078
House,House,Democratic,Brad Sherman,2012,-2,-0.344,-0.137,-0.322,-0.116,-0.344,-0.137,-0.345,-0.165
House,House,Democratic,Brad Sherman,2014,-2.12,-0.344,-0.137,-0.347,-0.017,-0.344,-0.137,-0.322,-0.116
House,House,Democratic,Brad Sherman,2016,-2.049,-0.344,-0.137,-0.314,-0.241,-0.344,-0.137,-0.347,-0.017
House,House,Democratic,Brad Sherman,2018,-2.098,-0.344,-0.137,-0.454,0.067,-0.344,-0.137,-0.314,-0.241
House,House,Democratic,Brad Sherman,2020,-2.113,-0.344,-0.137,-0.422,0.11,-0.344,-0.137,-0.454,0.067
House,House,Democratic,Brad Sherman,2022,-2.16,-0.344,-0.137,-0.396,-0.008,-0.344,-0.137,-0.422,0.11
House,House,Democratic,Brad Sherman,2024,-2.169,-0.344,-0.137,-0.574,0.445,-0.344,-0.137,-0.396,-0.008
House,House,Republican,Adam Kinzinger,2012,1.547,0.234,0.382,0.282,0.465,0.234,0.382,0.295,0.254
House,House,Republican,Adam Kinzinger,2014,1.232,0.234,0.382,0.252,0.235,0.234,0.382,0.282,0.465
House,House,Republican,Adam Kinzinger,2016,1.143,0.234,0.382,0.25,0.555,0.234,0.382,0.252,0.235
House,House,Republican,Adam Kinzinger,2018,1.158,0.234,0.382,0.297,0.211,0.234,0.382,0.25,0.555
House,House,Republican,Adam Kinzinger,2020,1.305,0.234,0.382,0.14,0.468,0.234,0.382,0.297,0.211
NA,House,Republican,Adam Kinzinger,2022,0.024,NA,NA,NA,NA,0.234,0.382,0.14,0.468
NA,House,Democratic,Deborah Halvorson,2010,-2.077,NA,NA,NA,NA,-0.183,0.027,-0.181,-0.055
House,House,Republican,Doc Hastings,2010,1.6,0.416,0.411,0.362,0.644,0.416,0.411,0.423,0.637
House,House,Republican,Doc Hastings,2012,1.554,0.416,0.411,0.32,0.341,0.416,0.411,0.362,0.644
NA,House,Republican,Doc Hastings,2014,1.379,NA,NA,NA,NA,0.416,0.411,0.32,0.341
House,House,Republican,Cynthia Lummis,2010,1.797,0.686,-0.33,0.623,-0.333,0.686,-0.33,0.697,-0.383
House,House,Republican,Cynthia Lummis,2012,1.808,0.686,-0.33,0.659,-0.381,0.686,-0.33,0.623,-0.333
House,House,Republican,Cynthia Lummis,2014,1.832,0.686,-0.33,0.717,-0.496,0.686,-0.33,0.659,-0.381
NA,House,Republican,Cynthia Lummis,2016,1.908,NA,NA,NA,NA,0.686,-0.33,0.717,-0.496
Senate,Senate,Republican,Cynthia Lummis,2022,2.061,0.686,-0.33,0.648,-0.19,0.686,-0.33,0.722,-0.361
Senate,Senate,Republican,Cynthia Lummis,2024,1.779,0.686,-0.33,0.981,-0.037,0.686,-0.33,0.648,-0.19
House,House,Republican,Mike Pence,2010,1.986,0.655,0.088,0.621,0.181,0.655,0.088,0.632,0.036
NA,House,Republican,Mike Pence,2012,1.931,NA,NA,NA,NA,0.655,0.088,0.621,0.181
House,House,Republican,Marlin Stutzman,2010,1.797,0.723,-0.109,0.752,-0.113,0.723,-0.109,0.789,0.04
House,House,Republican,Marlin Stutzman,2012,1.837,0.723,-0.109,0.736,-0.11,0.723,-0.109,0.752,-0.113
House,House,Republican,Marlin Stutzman,2014,1.802,0.723,-0.109,0.715,-0.221,0.723,-0.109,0.736,-0.11
NA,House,Republican,Marlin Stutzman,2016,1.977,NA,NA,NA,NA,0.723,-0.109,0.715,-0.221
House,House,Republican,Richard B. 'Rich' Nugent,2012,1.445,0.483,0.077,0.467,0.081,0.483,0.077,0.516,0.029
House,House,Republican,Richard B. 'Rich' Nugent,2014,1.581,0.483,0.077,0.463,-0.073,0.483,0.077,0.467,0.081
NA,House,Republican,Richard B. 'Rich' Nugent,2016,1.456,NA,NA,NA,NA,0.483,0.077,0.463,-0.073
House,House,Democratic,Val Demings,2018,-1.981,-0.322,-0.006,-0.314,0.09,-0.322,-0.006,-0.346,-0.227
House,House,Democratic,Val Demings,2020,-2.065,-0.322,-0.006,-0.241,0.204,-0.322,-0.006,-0.314,0.09
NA,House,Democratic,Val Demings,2022,-2.312,NA,NA,NA,NA,-0.322,-0.006,-0.241,0.204
House,House,Republican,Daniel Webster,2012,1.542,0.524,-0.079,0.419,-0.008,0.524,-0.079,0.465,-0.005
House,House,Republican,Daniel Webster,2014,1.395,0.524,-0.079,0.499,0.085,0.524,-0.079,0.419,-0.008
House,House,Republican,Daniel Webster,2016,1.38,0.524,-0.079,0.611,-0.13,0.524,-0.079,0.499,0.085
House,House,Republican,Daniel Webster,2018,1.418,0.524,-0.079,0.56,-0.155,0.524,-0.079,0.611,-0.13
House,House,Republican,Daniel Webster,2020,1.723,0.524,-0.079,0.583,-0.108,0.524,-0.079,0.56,-0.155
House,House,Republican,Daniel Webster,2022,1.652,0.524,-0.079,0.503,-0.068,0.524,-0.079,0.583,-0.108
House,House,Republican,Daniel Webster,2024,1.735,0.524,-0.079,0.658,0.162,0.524,-0.079,0.503,-0.068
NA,House,Republican,Virginia 'Ginny' Brown-Waite,2010,1.416,NA,NA,NA,NA,0.36,0.084,0.341,0.026
House,House,Republican,Michael McCaul,2010,1.486,0.411,0.172,0.44,0.217,0.411,0.172,0.462,-0.267
House,House,Republican,Michael McCaul,2012,1.585,0.411,0.172,0.507,0.247,0.411,0.172,0.44,0.217
House,House,Republican,Michael McCaul,2014,1.45,0.411,0.172,0.505,0.318,0.411,0.172,0.507,0.247
House,House,Republican,Michael McCaul,2016,1.535,0.411,0.172,0.482,0.284,0.411,0.172,0.505,0.318
House,House,Republican,Michael McCaul,2018,1.702,0.411,0.172,0.323,0.263,0.411,0.172,0.482,0.284
House,House,Republican,Michael McCaul,2020,1.881,0.411,0.172,0.349,0.409,0.411,0.172,0.323,0.263
House,House,Republican,Michael McCaul,2022,1.609,0.411,0.172,0.39,0.264,0.411,0.172,0.349,0.409
House,House,Republican,Michael McCaul,2024,1.503,0.411,0.172,0.388,0.503,0.411,0.172,0.39,0.264
House,House,Democratic,Debbie Wasserman Schultz,2010,-2.686,-0.415,0.102,-0.422,0.096,-0.415,0.102,-0.425,0.063
House,House,Democratic,Debbie Wasserman Schultz,2012,-2.752,-0.415,0.102,-0.438,0.225,-0.415,0.102,-0.422,0.096
House,House,Democratic,Debbie Wasserman Schultz,2014,-2.629,-0.415,0.102,-0.467,0.118,-0.415,0.102,-0.438,0.225
House,House,Democratic,Debbie Wasserman Schultz,2016,-2.488,-0.415,0.102,-0.366,-0.193,-0.415,0.102,-0.467,0.118
House,House,Democratic,Debbie Wasserman Schultz,2018,-2.4,-0.415,0.102,-0.356,0.108,-0.415,0.102,-0.366,-0.193
House,House,Democratic,Debbie Wasserman Schultz,2020,-2.355,-0.415,0.102,-0.362,0.238,-0.415,0.102,-0.356,0.108
House,House,Democratic,Debbie Wasserman Schultz,2022,-2.342,-0.415,0.102,-0.382,0.257,-0.415,0.102,-0.362,0.238
House,House,Democratic,Debbie Wasserman Schultz,2024,-2.315,-0.415,0.102,-0.405,0.219,-0.415,0.102,-0.382,0.257
House,House,Democratic,Alcee L. Hastings,2010,-2.298,-0.564,0.157,-0.51,0.08,-0.564,0.157,-0.491,-0.064
House,House,Democratic,Alcee L. Hastings,2012,-2.355,-0.564,0.157,-0.522,-0.059,-0.564,0.157,-0.51,0.08
House,House,Democratic,Alcee L. Hastings,2014,-2.274,-0.564,0.157,-0.47,0.027,-0.564,0.157,-0.522,-0.059
House,House,Democratic,Alcee L. Hastings,2016,-2.136,-0.564,0.157,-0.545,0.284,-0.564,0.157,-0.47,0.027
House,House,Democratic,Alcee L. Hastings,2018,-2.093,-0.564,0.157,-0.54,0.212,-0.564,0.157,-0.545,0.284
House,House,Democratic,Alcee L. Hastings,2020,-1.953,-0.564,0.157,-0.567,-0.227,-0.564,0.157,-0.54,0.212
House,House,Democratic,Lynn C. Woolsey,2010,-3.398,-0.556,-0.529,-0.56,-0.675,-0.556,-0.529,-0.651,-0.598
NA,House,Democratic,Lynn C. Woolsey,2012,-3.271,NA,NA,NA,NA,-0.556,-0.529,-0.56,-0.675
House,House,Republican,Louis J. Barletta,2012,1.557,0.278,0.393,0.272,0.338,0.278,0.393,0.25,0.389
House,House,Republican,Louis J. Barletta,2014,1.506,0.278,0.393,0.306,0.421,0.278,0.393,0.272,0.338
House,House,Republican,Louis J. Barletta,2016,1.591,0.278,0.393,0.298,0.355,0.278,0.393,0.306,0.421
NA,House,Republican,Louis J. Barletta,2018,1.702,NA,NA,NA,NA,0.278,0.393,0.298,0.355
House,House,Democratic,Matt Cartwright,2014,-1.748,-0.344,0.042,-0.395,-0.01,-0.344,0.042,-0.434,0.001
House,House,Democratic,Matt Cartwright,2016,-1.503,-0.344,0.042,-0.297,-0.123,-0.344,0.042,-0.395,-0.01
House,House,Democratic,Matt Cartwright,2018,-1.725,-0.344,0.042,-0.305,-0.02,-0.344,0.042,-0.297,-0.123
House,House,Democratic,Matt Cartwright,2020,-1.979,-0.344,0.042,-0.243,0.011,-0.344,0.042,-0.305,-0.02
House,House,Democratic,Matt Cartwright,2022,-2.032,-0.344,0.042,-0.306,0.308,-0.344,0.042,-0.243,0.011
NA,House,Democratic,Matt Cartwright,2024,-1.917,NA,NA,NA,NA,-0.344,0.042,-0.306,0.308
NA,House,Democratic,Paul Kanjorski,2010,-1.849,NA,NA,NA,NA,-0.303,0.364,-0.328,0.428
House,House,Republican,Mac Thornberry,2010,1.649,0.525,0.313,0.553,0.664,0.525,0.313,0.596,0.224
House,House,Republican,Mac Thornberry,2012,1.741,0.525,0.313,0.538,0.655,0.525,0.313,0.553,0.664
House,House,Republican,Mac Thornberry,2014,1.592,0.525,0.313,0.442,0.807,0.525,0.313,0.538,0.655
House,House,Republican,Mac Thornberry,2016,1.613,0.525,0.313,0.451,0.373,0.525,0.313,0.442,0.807
House,House,Republican,Mac Thornberry,2018,1.65,0.525,0.313,0.502,0.319,0.525,0.313,0.451,0.373
NA,House,Republican,Mac Thornberry,2020,1.583,NA,NA,NA,NA,0.525,0.313,0.502,0.319
House,House,Republican,Mike Pompeo,2012,1.635,0.66,0.164,0.643,0.194,0.66,0.164,0.689,0.171
House,House,Republican,Mike Pompeo,2014,1.803,0.66,0.164,0.634,0.15,0.66,0.164,0.643,0.194
House,House,Republican,Mike Pompeo,2016,1.872,0.66,0.164,0.572,0.82,0.66,0.164,0.634,0.15
NA,House,Republican,Todd Tiahrt,2010,1.714,NA,NA,NA,NA,0.449,0.341,0.473,0.59
House,House,Republican,Ed Royce,2010,1.598,0.657,-0.353,0.655,-0.406,0.657,-0.353,0.677,-0.356
House,House,Republican,Ed Royce,2012,1.529,0.657,-0.353,0.563,-0.173,0.657,-0.353,0.655,-0.406
House,House,Republican,Ed Royce,2014,1.396,0.657,-0.353,0.485,-0.2,0.657,-0.353,0.563,-0.173
House,House,Republican,Ed Royce,2016,1.388,0.657,-0.353,0.477,-0.171,0.657,-0.353,0.485,-0.2
NA,House,Republican,Ed Royce,2018,1.615,NA,NA,NA,NA,0.657,-0.353,0.477,-0.171
House,House,Republican,John Boehner,2010,1.665,0.513,0.04,0.052,0.912,0.513,0.04,0.566,0.081
House,House,Republican,John Boehner,2012,1.484,0.513,0.04,0.231,0.703,0.513,0.04,0.052,0.912
House,House,Republican,John Boehner,2014,1.395,0.513,0.04,0.149,0.91,0.513,0.04,0.231,0.703
House,House,Republican,Spencer Bachus,2010,1.469,0.387,0.228,0.339,0.342,0.387,0.228,0.355,0.551
House,House,Republican,Spencer Bachus,2012,1.48,0.387,0.228,0.332,0.318,0.387,0.228,0.339,0.342
