state,district,candidate,type,chamber,2006,2007,2008,2009,2010_2012,2010_2014,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Unique_Project_ID,bioguide_id,Ran prior to 2019,Notes,Next ID
arizona,8,Michael Muscato,Rep,,,,,,,,,,,,,,,,,,193,,,164,,0,,
arizona,2,Mike Coffman,Rep,,,,,,1,,,,,,,,,,,,,,,165,C001077,1,,
arizona,4,Mike Weisser,Rep,,,,,,,23,,,,,190,,,,,,,,,166,,2,,
arizona,4,Mikel Weisser,Rep,,,,,,,,,,,,,,185,,,,,,,166,,1,,
arizona,5,Morgan Spencer,Rep,,,,,,18,,,,7,,,,,,,,,,,184,,2,,
arizona,3,Nick Pierson,Rep,,,,,,,,,,,,,,,,116,,,,,168,,1,,
arizona,1,Paul Babeu,Rep,,,,,,,,,,,,,,110,,,,,,,169,,1,,
arizona,1,Paul Gosar,Rep,House,,,,,18,,149,52,67,,,,,,,,,,,170,G000565,4,,
arizona,2,Paul Gosar,Rep,,,,,,,,,,1,,,,,,,,,,,170,G000565,1,,
arizona,4,Paul Gosar,Rep,House,,,,,71,23,,,167,47,188,41,186,53,202,62,187,85,,170,G000565,9,,
arizona,6,Paul Gosar,Rep,,,,,,,,,,,,,,,,,,,,1,170,G000565,0,,
arizona,7,Paul Gosar,Rep,,,,,,,,,,1,,,,,,,,,,,170,G000565,1,,
arizona,8,Paul Gosar,Rep,,,,,,1,,,,,,,,,,,,,,,170,G000565,1,,
arizona,9,Paul Gosar,Rep,House,,,,,,,,,1,,,,,,,,,,189,170,G000565,1,,
arizona,4,Phil Hare,Rep,,,,,,1,,,,,,,,,,,,,,,171,H001040,1,,
arizona,8,Randy Graf,Rep,,146,,,,,,,,,,,,,,,,,,,172,,1,,
arizona,1,Raul Grijalva,Rep,,,,,,3,,,,9,,,,,,,,,,,173,G000551,2,,
arizona,2,Raul Grijalva,Rep,,,,,,12,,,,21,,,,,,,,,,,173,G000551,2,,
arizona,3,Raul Grijalva,Rep,,,,,,41,18,,,107,35,115,30,135,46,116,49,115,55,,173,G000551,9,,
arizona,4,Raul Grijalva,Rep,,,,,,3,,,,15,,,,,,,,,,,173,G000551,2,,
arizona,6,Raul Grijalva,Rep,,,,,,,,,,1,,,,,,,,,,1,173,G000551,1,,
arizona,7,Raul Grijalva,Rep,,,,42,41,,,133,43,,,,,,,,,,,180,173,G000551,4,,
arizona,8,Raul Grijalva,Rep,,,,,,,,,,1,,,,,,,,,,,173,G000551,1,,
arizona,7,Raul M. Grijalva,Rep,,93,,,,,,,,,,,,,,,,,,,173,G000551,1,,
arizona,7,Raúl Grijalva,Rep,,,8,,,,,,,,,,,,,,,,,,173,G000551,1,,
arizona,6,Rebecca Schneider,Rep,,,,32,,,,207,,,,,,,,,,,,,174,,2,,
arizona,0,Richard Carmona,Sen,,,,,,530,,,,1423,,,,,,,,,,,175,,2,,
arizona,1,Rick Renzi,Rep,House,88,16,52,,,,,,,,,,,,,,,,,176,R000574,3,,
arizona,0,Rodney Glassman,Sen,,,,,,,,1483,,,,,,,,,,,,,177,,1,,
arizona,1,Ron Barber,Rep,,,,,,11,,,,29,,,,,,,,,,,178,B001279,2,,
arizona,2,Ron Barber,Rep,House,,,,,119,34,,,210,64,228,,,,,,,,,178,B001279,5,,
arizona,3,Ron Barber,Rep,,,,,,2,,,,4,,,,,,,,,,,178,B001279,2,,
arizona,7,Ron Drake,Rep,,92,,,,,,,,,,,,,,,,,,,179,,1,,
arizona,3,Ruben Gallego,Rep,House,,,,,,,,,,,,,,,,,,,133,180,G000574,0,,
arizona,7,Ruben Gallego,Rep,House,,,,,,11,,,,,90,17,130,47,155,29,121,75,,180,G000574,6,,
arizona,7,Ruth McClung,Rep,,,,,,,,131,,,,,,,,,,,,,181,,1,,
arizona,7,Scott Fistler,Rep,,,,,,35,,,,112,,,,,,,,,,,182,,2,,
arizona,5,Scott Garrett,Rep,,,,,,1,,,,,,,,,,,,,,,183,G000548,1,,
arizona,5,Spencer Morgan,Rep,,,,,,35,,,,145,,,,,,,,,,,184,,2,,
arizona,9,Steve Ferrara,Rep,,,,,,,,,,,,,,,,181,,,,,185,,1,,
arizona,1,Sydney Hay,Rep,,,,43,,,,,,,,,,,,,,,,,186,,1,,
arizona,5,Talia Fuentes,Rep,,,,,,,,,,,,,,143,,,,,,,187,,1,,
arizona,9,Thomas Latham,Rep,,,,,,1,,,,,,,,,,,,,,,188,L000111,1,,
arizona,1,Tiffany Shedd,Rep,,,,,,,,,,,,,,,,,,122,,,189,,0,,
arizona,8,"Timothy S. ""Tim"" Bee",Rep,,,,108,,,,,,,,,,,,,,,,,190,,1,,
arizona,1,Tom O'Halleran,Rep,,,,,,,,,,,,,,110,31,126,38,122,62,,191,O000171,3,,
arizona,2,Tom O'Halleran,Rep,,,,,,,,,,,,,,,,,,,,192,191,O000171,0,,
arizona,6,Tom O'Halleran,Rep,,,,,,,,,,,,,,,,,,,,42,191,O000171,0,,
arizona,1,Trent Franks,Rep,,,,,,,,,,1,,,,,,,,,,,192,F000448,1,,
arizona,2,Trent Franks,Rep,House,144,34,87,61,1,,265,87,,,,,,,,,,,,192,F000448,7,,
arizona,3,Trent Franks,Rep,,,,,,5,,,,8,,,,,,,,,,,192,F000448,2,,
arizona,4,Trent Franks,Rep,,,,,,27,,,,62,,,,,,,,,,,192,F000448,2,,
arizona,6,Trent Franks,Rep,,,,,,1,,,,,,,,,,,,,,,192,F000448,1,,
arizona,7,Trent Franks,Rep,,,,,,2,,,,2,,,,,,,,,,,192,F000448,2,,
arizona,8,Trent Franks,Rep,House,,,,,118,39,,,205,50,196,42,191,48,,,,,,192,F000448,8,,
arizona,9,Vernon Parker,Rep,,,,,,71,,,,163,,,,,,,,,,,193,,2,,
arizona,1,Wendy Rogers,Rep,,,,,,,,,,,,,,,,126,,,,,194,,1,,
arizona,9,Wendy Rogers,Rep,,,,,,,30,,,,,158,,,,,,,,,194,,2,,
arizona,8,Zoe Lofgren,Rep,,,,,,1,,,,,,,,,,,,,,,680,L000397,1,,
arkansas,2,"Allen Boyd, Jr.",Rep,,,,,,1,,,,,,,,,,,,,,,195,B000716,1,,
arkansas,2,Andy Mayberry,Rep,,87,,,,,,,,,,,,,,,,,,,196,,1,,
arkansas,0,Asa Hutchinson,Gov,,,,,,,,,,,,,151,533,165,521,157,536,221,546,197,H001014,4,,
arkansas,4,Beth Rankin,Rep,,,,,,,,90,,,,,,,,,,,,,198,,1,,
arkansas,0,Blanche L. Lincoln,Sen,,351,,280,,,,,,,,,,,,,,,,,199,L000035,2,,
arkansas,0,Blanche Lambert Lincoln,Sen,Senate,,,,148,,,222,,,,,,,,,,,,,199,L000035,2,,
arkansas,0,Blanche Lincoln,Sen,,,82,,,,,258,,,,,,,,,,,,,199,L000035,2,,
arkansas,4,Bruce Westerman,Rep,,,,,,,21,,,,,115,30,126,32,106,42,110,42,142,200,W000821,6,,
arkansas,3,Celeste Williams,Rep,,,,,,,,,,,,,,,,,,165,,,201,,0,,
arkansas,1,Chad Causey,Rep,,,,,,,,107,,,,,,,,,,,,,202,,1,,
arkansas,1,Chintan Desai,Rep,,,,,,,,,,,,,,,,115,,,,,203,,1,,
arkansas,2,Clarke Tucker,Rep,,,,,,,,,,,,,,,,141,,,,,204,,1,,
arkansas,0,Conner Eldridge,Sen,,,,,,,,,,,,,,527,,,,,,,205,,1,,
arkansas,3,David Whitaker,Rep,,,,,,,,165,,,,,,,,,,,,,206,,1,,
arkansas,2,Dianne Curry,Rep,,,,,,,,,,,,,,137,,,,,,,207,,1,,
arkansas,2,French Hill,Rep,House,,,,,,22,,,,,152,37,138,45,141,39,138,65,110,208,H001072,6,,
arkansas,4,Gene Jeffress,Rep,,,,,,37,,,,119,,,,,,,,,,,209,,2,,
arkansas,4,Hayden Shamel,Rep,,,,,,,,,,,,,,,,106,,,,,210,,1,,
arkansas,2,Herb Rule,Rep,,,,,,40,,,,135,,,,,,,,,,,211,,2,,
arkansas,1,Jackie McPherson,Rep,,,,,,,15,,,,,97,,,,,,,,,212,,2,,
arkansas,4,James Witt,Rep,,,,,,,22,,,,,114,,,,,,,,,213,,2,,
arkansas,4,Joe Ross,Rep,,68,,,,,,,,,,,,,,,,,,,214,,1,,
arkansas,0,John Boozman,Sen,Senate,,,,,166,87,479,196,483,162,481,151,532,165,521,157,535,221,546,215,B001236,11,,
arkansas,3,John Boozman,Rep,House,100,33,84,53,49,,,,,,,,,,,,,,,215,B001236,5,,
arkansas,4,John Boozman,Rep,,,,,,8,,,,,,,,,,,,,,,215,B001236,1,,
arkansas,4,John White,Rep,,,,,,,,,,,,,,,,,,,,142,4150,,0,,
arkansas,3,Joshua Mahony,Rep,,,,,,,,,,,,,,,,159,,,,,216,,1,,
arkansas,2,Joyce Elliott,Rep,,,,,,,,117,,,,,,,,,,138,,,217,,1,,
arkansas,3,Ken Aden,Rep,,,,,,23,,,,2,,,,,,,,,,,218,,2,,
arkansas,4,Kerry Hicks,Rep,,,,,,,,,,,,,,126,,,,,,,219,,1,,
arkansas,3,Lauren Mallett-Hays,Rep,,,,,,,,,,,,,,,,,,,,149,4151,,0,,
arkansas,1,Marion Berry,Rep,,93,15,57,39,33,,108,,,,,,,,,,,,,220,B000420,6,,
arkansas,4,Marion Berry,Rep,,,,,,1,,,,,,,,,,,,,,,220,B000420,1,,
arkansas,0,Mark L. Pryor,Sen,,347,,,,165,,,,481,163,,,,,,,,,,221,P000590,4,,
arkansas,0,Mark Lunsford Pryor,Sen,,,,,147,,,,,,,,,,,,,,,,221,P000590,1,,
arkansas,0,Mark Pryor,Sen,Senate,,80,276,,,87,477,197,,,486,,,,,,,,,221,P000590,6,,
arkansas,1,Mark West,Rep,,,,,,,,,,,,,,127,,,,,,,222,,1,,
arkansas,0,"Michael Dale ""Mike"" Beebe",Gov,,,,,147,,,,,,,,,,,,,,,,223,,1,,
arkansas,4,Michael Ross,Rep,,,,,,1,,89,,,,,,,,,,,,,224,R000573,2,,
arkansas,1,"Mickey ""Stubby"" Stumbaugh",Rep,,94,,,,,,,,,,,,,,,,,,,225,,1,,
arkansas,0,Mike Beebe,Gov,,352,,,,170,88,480,197,481,165,493,,,,,,,,,223,,8,,
arkansas,0,Mike Huckabee,Gov,,349,,,,,,,,,,,,,,,,,,,226,,1,,
arkansas,4,Mike Ross,Rep,,67,13,61,26,26,,,35,98,,,,,,,,,,,224,R000573,7,,
arkansas,1,Monte Hodges,Rep,,,,,,,,,,,,,,,,,,,,145,4152,,0,,
arkansas,0,Natalie James,Sen,,,,,,,,,,,,,,,,,,,,545,4153,,0,,
arkansas,2,Patrick Hays,Rep,,,,,,,22,,,,,149,,,,,,,,,227,,2,,
arkansas,2,Quintessa Hathaway,Rep,,,,,,,,,,,,,,,,,,,,110,4154,,0,,
arkansas,1,Rick Crawford,Rep,House,,,,,35,15,108,46,97,40,100,34,127,35,115,44,123,49,144,228,C001087,11,,
arkansas,4,Rick Crawford,Rep,,,,,,1,,,,,,,,,,,,,,,228,C001087,1,,
arkansas,0,Ricky Harrington Jr.,Sen,,,,,,,,,,,,,,,,,,536,,,229,,0,,
arkansas,3,Roy Blunt,Rep,,,,,,1,,,,,,,,,,,,,,,230,B000575,1,,
arkansas,1,Scott Ellington,Rep,,,,,,35,,,,97,,,,,,,,,,,231,,2,,
arkansas,3,Steve Isaacson,Rep,,,,,,,,,,,,,,143,,,,,,,232,,1,,
arkansas,3,Steve Womack,Rep,House,,,,,53,28,172,69,132,49,121,50,143,53,159,32,165,65,149,233,W000809,11,,
arkansas,4,Steve Womack,Rep,,,,,,8,,,,18,,,,,,,,,,,233,W000809,2,,
arkansas,1,Tammy Baldwin,Rep,,,,,,1,,,,,,,,,,,,,,,3817,B001230,1,,
arkansas,2,Tim Griffin,Rep,House,,,,,42,22,119,,136,34,153,,,,,,,,,234,G000567,6,,
arkansas,3,Tim Griffin,Rep,,,,,,,,,,1,,,,,,,,,,,234,G000567,1,,
arkansas,4,Tim Griffin,Rep,,,,,,2,,,,3,,,,,,,,,,,234,G000567,2,,
arkansas,2,Timothy Griffin,Rep,,,,,,,,,47,,,,,,,,,,,,234,G000567,1,,
arkansas,0,Tom Cotton,Sen,Senate,,,,,,87,,,,,485,151,530,165,521,157,535,221,545,235,C001095,6,,
arkansas,4,Tom Cotton,Rep,House,,,,,37,,,,119,39,1,,,,,,,,,235,C001095,4,,
arkansas,2,Vic Snyder,Rep,,86,19,69,30,,,,,,,,,,,,,,,,236,S000672,4,,
arkansas,2,Victor Snyder,Rep,,,,,,37,,121,,,,,,,,,,,,,236,S000672,2,,
arkansas,3,Victor Snyder,Rep,,,,,,1,,,,,,,,,,,,,,,236,S000672,1,,
arkansas,4,Victor Snyder,Rep,,,,,,1,,,,,,,,,,,,,,,236,S000672,1,,
arkansas,0,"William ""Asa"" Hutchinson",Gov,,349,,,,,,,,,,,,,,,,,,,197,H001014,1,,
arkansas,4,William Hanson,Rep,,,,,,,,,,,,,,,,,,110,,,237,,0,,
arkansas,3,Woodrow Anderson,Rep,,102,,,,,,,,,,,,,,,,,,,238,,1,,
arkansas,3,Zachary Space,Rep,,,,,,1,,,,,,,,,,,,,,,239,S001173,1,,
california,24,Abel Maldonado,Rep,,,,,,33,,,,96,,,,,,,,,,,240,,2,,
california,27,Adam B. Schiff,Rep,,,,,,16,,,,47,,,,,,,,,,,241,S001150,2,,
california,29,Adam B. Schiff,Rep,,62,,35,,,,,,,,,,,,,,,,,241,S001150,2,,
california,47,Adam B. Schiff,Rep,,,,,,1,,,,,,,,,,,,,,,241,S001150,1,,
california,13,Adam Gray,Rep,,,,,,,,,,,,,,,,,,,,75,4155,,0,,
california,37,Adam King,Rep,,,,,,,12,,,,,114,,,,,,,,,242,,2,,
california,46,Adam Nick,Rep,,,,,,,8,,,,,69,,,,,,,,,243,,2,,
california,27,Adam Schiff,Rep,,,,,,1,,,,,,,,,,,,,,,241,S001150,1,,
california,28,Adam Schiff,Rep,House,,,,,27,21,,,105,33,117,29,143,47,111,45,128,42,,241,S001150,9,,
california,29,Adam Schiff,Rep,House,,21,,19,,,107,27,,,,,,,,,,,,241,S001150,4,,
california,30,Adam Schiff,Rep,House,,,,,,,,,,,,,,,,,,,119,241,S001150,0,,
california,34,Adrienne Edwards,Rep,,,,,,,10,,,,,110,,,,,,,,,244,,2,,
california,34,Adrienne Nicole Edwards,Rep,,,,,,,,,,,,,,127,,,,,,,244,,1,,
california,31,Agnes Gibboney,Rep,,,,,,,,,,,,,,,,,,93,,,245,,0,,
california,39,Aja Smith,Rep,,,,,,,,,,,,,,,,,,,,72,246,,0,,
california,41,Aja Smith,Rep,,,,,,,,,,,,,,,,100,,87,,,246,,1,,
california,42,Alan Lowenthal,Rep,,,,,,,,,,,,,,,,,,,,49,247,L000579,0,,
california,47,Alan Lowenthal,Rep,House,,,,,37,19,,,76,29,112,30,126,31,115,32,104,45,,247,L000579,9,,
california,0,Alex Padilla,Sen,,,,,,,,,,,,,,,,,,,2317,4930,4156,P000145,0,,
california,14,Alison Hayden,Rep,,,,,,,,,,,,,,,,,,,,79,248,,0,,
california,15,Alison Hayden,Rep,,,,,,,,,,,,,,,,,,99,,,248,,0,,
california,21,Amanda Renteria,Rep,,,,,,,2,,,,,66,,,,,,,,,249,,2,,
california,3,Ameriash 'Ami' Bera,Rep,,,,,,,,149,,,,,,,,,,,,,250,B001287,1,,
california,3,Ami Bera,Rep,,,,,,,,,,,,,,,,,,,,17,250,B001287,0,,
california,6,Ami Bera,Rep,House,,,,,,,,,,,,,,,,,,,121,250,B001287,0,,
california,7,Ami Bera,Rep,House,,,,,48,21,,,112,34,135,34,144,53,118,41,118,52,,250,B001287,9,,
california,50,Ammar Campa-Najjar,Rep,,,,,,,,,,,,,,,,114,,110,,,251,,1,,
california,44,Analilia Joya,Rep,,,,,,,,,,,,,,,,,,55,,,252,,0,Not in Dime Data,
california,7,Andrew Grant,Rep,,,,,,,,,,,,,,,,118,,,,,253,,1,,
california,22,Andrew Janz,Rep,,,,,,,,,,,,,,,,94,,,,,254,,1,,
california,24,Andy Caldwell,Rep,,,,,,,,,,,,,,,,,,91,,,255,,0,,
california,47,Andy Whallon,Rep,,,,,,,19,,,,,111,,126,,,,,,,256,,3,,
california,14,Angel Cardenas,Rep,,,,,,,,,,,,,,165,,,,,,,257,,1,,
california,29,Angelica Duenas,Rep,,,,,,,,,,,,,,,,,,73,,76,258,,0,,
california,14,Anna Eshoo,Rep,,,37,,22,,,107,37,,,,,,,,,,,,259,E000215,4,,
california,15,Anna Eshoo,Rep,,,,,,,,,,,,,,,,,,,,4,259,E000215,0,,
california,16,Anna Eshoo,Rep,,,,,,,,,,,,,,,,,,,,60,259,E000215,0,,
california,18,Anna Eshoo,Rep,,,,,,48,24,,,91,27,110,28,115,44,107,28,104,39,,259,E000215,9,,
california,14,Anna G. Eshoo,Rep,,76,,50,,3,,,,10,,,,,,,,,,,259,E000215,4,,
california,17,Anna G. Eshoo,Rep,,,,,,9,,,,16,,,,,,,,,,,259,E000215,2,,
california,20,Anna G. Eshoo,Rep,,,,,,1,,,,1,,,,,,,,,,,259,E000215,2,,
california,41,Anna G. Eshoo,Rep,,,,,,,,,,1,,,,,,,,,,,259,E000215,1,,
california,48,Anna G. Eshoo,Rep,,,,,,,,,,1,,,,,,,,,,,259,E000215,1,,
california,5,Anthony Mills,Rep,,,,,,,,,,,,,,,,115,,,,,260,,1,,
california,17,Anthony R. De Maio,Rep,,66,,,,,,,,,,,,,,,,,,,261,,1,,
california,9,"Antonio C. ""Tony"" Amador",Rep,,,,,,,,,,,,,,92,,,,,,,262,,1,,
california,40,Antonio Delgado,Rep,,,,,,,,,,,,,,,,,,66,,,4585,,0,,
california,26,"Antonio Sabato, Jr.",Rep,,,,,,,,,,,,,,,,88,,,,,264,,1,,
california,2,"Arjinderpal Singh ""A.J."" Sekhon",Rep,,73,,,,,,,,,,,,,,,,,,,265,,1,,
california,0,Arnold Schwarzenegger,Gov,,3578,,,1295,,,5640,,,,,,,,,,,,,266,,3,,
california,32,Art Alas,Rep,,,,,,,8,,,,,81,,,,,,,,,267,,2,,
california,4,Art Moore,Rep,,,,,,,26,,,,,110,,,,,,,,,268,,2,,
california,40,Asif Mahmood,Rep,,,,,,,,,,,,,,,,,,,,104,4157,,0,,
california,1,Audrey Denney,Rep,,,,,,,,,,,,,,,,126,,113,,,269,,1,,
california,46,Bao Nguyen,Rep,,,,,,,,,,,,,,66,,,,,,,270,,1,,
california,0,Barbara Boxer,Sen,Senate,3567,1141,2311,,1813,928,5585,1736,5023,1428,5564,1339,5960,,,,,,,271,B000711,12,,
california,9,Barbara Lee,Rep,House,83,28,49,27,,,126,41,,,,,,,,,,,,272,L000551,6,,
california,12,Barbara Lee,Rep,House,,,,,,,,,,,,,,,,,,,98,272,L000551,0,,
california,13,Barbara Lee,Rep,House,,,,,46,27,,,107,31,114,25,108,32,102,31,111,46,4,272,L000551,9,,
california,15,Barbara Lee,Rep,,,,,,11,,,,10,,,,,,,,,,,272,L000551,2,,
california,47,Barbara Lee,Rep,,,,,,1,,,,,,,,,,,,,,,272,L000551,1,,
california,52,Barbara Lee,Rep,,,,,,1,,,,,,,,,,,,,,,272,L000551,1,,
california,0,Barbara Levy Boxer,Sen,,,,,1295,,,,,,,,,,,,,,,,271,B000711,1,,
california,50,Bart Stupak,Rep,,,,,,1,,,,,,,,,,,,,,,273,S001045,1,,
california,29,Benito Bernal,Rep,,,,,,,,,,,,,,,,88,,,,,274,,1,,
california,38,Benjamin Campos,Rep,,,,,,23,15,,,106,,96,,,,,,,,,275,,4,,
california,48,Beth Krom,Rep,,,,,,,,122,,,,,,,,,,,,,276,,1,,
california,3,Bill Durston,Rep,,,,35,,,,,,,,,,,,,,,,,277,,1,,
california,44,Bill Hedrick,Rep,,,,21,,,,,,,,,,,,,,,,,278,,1,,
california,51,Blake Linden Miles,Rep,,58,,,,,,,,,,,,,,,,,,,279,,1,,
california,8,Bob Conaway,Rep,,,,,,,26,,,,,124,,,,,,,,,280,,2,,
california,31,Bob Dutton,Rep,,,,,,24,,,,121,,,,,,,,,,,281,,2,,
california,1,Bob Filner,Rep,,,,,,,,,,1,,,,,,,,,,,282,F000116,1,,
california,50,Bob Filner,Rep,,,,,,1,,,,,,,,,,,,,,,282,F000116,1,,
california,51,Bob Filner,Rep,House,55,14,29,32,23,,93,27,63,,,,,,,,,,,282,F000116,8,,
california,53,Bob Filner,Rep,,,,,,4,,,,23,,,,,,,,,,,282,F000116,2,,
california,43,Bob Flores,Rep,,,,,,38,,,,90,,,,,,,,,,,283,,2,,
california,24,Brad Allen,Rep,,,,,,,,,,,,,,,,,,,,88,4158,,0,,
california,25,Brad Sherman,Rep,,,,,,1,,,,,,,,,,,,,,,102,S000344,1,,
california,27,Brad Sherman,Rep,House,67,18,38,25,1,,122,25,,,,,,,,,,,,102,S000344,7,,
california,28,Brad Sherman,Rep,,,,,,1,,,,4,,,,,,,,,,,102,S000344,2,,
california,29,Brad Sherman,Rep,,,,,,12,,,,34,,,,,,,,,,,102,S000344,2,,
california,30,Brad Sherman,Rep,House,,,,,44,18,,,107,35,122,23,130,35,116,38,107,54,,102,S000344,9,,
california,32,Brad Sherman,Rep,House,,,,,,,,,,,,,,,,,,,104,102,S000344,0,,
california,43,Brad Sherman,Rep,,,,,,1,,,,,,,,,,,,,,,102,S000344,1,,
california,39,Brett Murdock,Rep,,,,,,,,,,,,,,101,,,,,,,284,,1,,
california,20,Brian Bilbray,Rep,,,,,,1,,,,,,,,,,,,,,,285,B000461,1,,
california,49,Brian Bilbray,Rep,,,,,,2,,,,,,,,,,,,,,,285,B000461,1,,
california,50,Brian Bilbray,Rep,,,30,49,26,,,132,43,,,,,,,,,,,,285,B000461,5,,
california,52,Brian Bilbray,Rep,,,,,,52,,,,122,,,,,,,,,,,285,B000461,2,,
california,16,Brian Daniel Whelan,Rep,,,,,,16,,,,66,,,,,,,,,,,286,,2,,
california,36,Brian Gibson,Rep,,73,,15,,,,,,,,,,,,,,,,,287,,2,,
california,25,Brian Hawkins,Rep,,,,,,,,,,,,,,,,,,,,109,4159,,0,,
california,49,Brian Maryott,Rep,,,,,,,,,,,,,,,,,,71,,71,288,,0,,
california,36,Brian Nestande,Rep,,,,,,,20,,,,,139,,,,,,,,,289,,2,,
california,3,Brian P. Bilbray,Rep,,,,,,1,,,,,,,,,,,,,,,285,B000461,1,,
california,18,Brian P. Bilbray,Rep,,,,,,1,,,,,,,,,,,,,,,285,B000461,1,,
california,49,Brian P. Bilbray,Rep,,,,,,13,,,,26,,,,,,,,,,,285,B000461,2,,
california,50,Brian P. Bilbray,Rep,House,84,,,,16,,,,34,,,,,,,,,,,285,B000461,3,,
california,51,Brian P. Bilbray,Rep,,,,,,1,,,,,,,,,,,,,,,285,B000461,1,,
california,25,Bryan Caforio,Rep,,,,,,,,,,,,,,123,,,,,,,290,,1,,
california,27,Bryan Witt,Rep,,,,,,,,,,,,,,,,107,,,,,291,,1,,
california,4,Brynne Kennedy,Rep,,,,,,,,,,,,,,,,,,118,,,292,,0,,
california,25,Buck McKeon,Rep,,,20,,,,21,,,,36,125,,,,,,,,,293,M000508,4,,
california,7,Buzz Patterson,Rep,,,,,,,,,,,,,,,,,,118,,,294,,0,,
california,52,Carl DeMaio,Rep,,,,,,,29,,,,,140,,,,,,,,,295,,2,,
california,5,Carlos Santamaria,Rep,,,,,,,,,,,,,,124,,,,,,,296,,1,,
california,0,Carly Fiorina,Sen,,,,,,,,5597,,,,,,,,,,,,,297,,1,,
california,11,Carol Shea-Porter,Rep,,,,,,1,,,,,,,,,,,,,,,1732,S001170,1,,
california,20,Casey Lucius,Rep,,,,,,,,,,,,,,73,,,,,,,298,,1,,
california,16,Charel Winston,Rep,,61,,12,,,,,,,,,,,,,,,,,299,,2,,
california,4,Charles Duane Brown,Rep,,107,,,,,,,,,,,,,,,,,,,300,,1,,
california,29,Charles Hahn,Rep,,,,20,,,,,,,,,,,,,,,,,301,,1,,
california,9,Charles Hargrave,Rep,,,,13,,,,,,,,,,,,,,,,,302,,1,,
california,12,Charles Rangel,Rep,,,,,,1,,,,,,,,,,,,,,,303,R000053,1,,
california,4,Charlie Brown,Rep,,,,67,,,,,,,,,,,,,,,,,300,,1,,
california,3,Charlie Schaupp,Rep,,,,,,,,,,,,,,,,126,,,,,304,,1,,
california,24,Chellie Pingree,Rep,,,,,,1,,,,,,,,,,,,,,,1735,P000597,1,,
california,6,Chris Bish,Rep,,,,,,,,,,,,,,,,,,130,,,305,,0,,
california,37,Chris Blake Wiggins,Rep,,,,,,,,,,,,,,137,,,,,,,306,,1,,
california,8,Chris Bubser,Rep,,,,,,,,,,,,,,,,,,124,,,307,,0,,
california,24,Chris Mitchum,Rep,,,,,,,17,,,,,92,,,,,,,,,308,,2,,
california,35,Christian Leonel Valiente,Rep,,,,,,,,,,,,,,,,80,,,,,309,,1,,
california,40,Christina Avalos,Rep,,,,12,,,,92,,,,,,,,,,,,,310,,2,,
california,35,Christina Gagnier,Rep,,,,,,,9,,,,,69,,,,,,,,,311,,2,,
california,18,Christine Russell,Rep,,,,,,,,,,,,,,,,107,,,,,312,,1,,
california,34,Christopher Balding,Rep,,,,3,,,,,,,,,,,,,,,,,313,,1,,
california,46,Christopher Gonzales,Rep,,,,,,,,,,,,,,,,,,,,55,4160,,0,,
california,25,Christy Smith,Rep,,,,,,,,,,,,,,,,,,92,,,314,,0,,
california,27,Christy Smith,Rep,,,,,,,,,,,,,,,,,,,,123,314,,0,,
california,4,Clint Curtis,Rep,,,,,,,,140,,,,,,,,,,,,,315,,1,,
california,50,Corey Gustafson,Rep,,,,,,,,,,,,,,,,,,,,118,4161,,0,,
california,14,Cristina Osmena,Rep,,,,,,,,,,,,,,,,98,,,,,316,,1,,
california,26,Cynthia Rodriguez Matthews,Rep,,80,,,,,,,,,,,,,,,,,,,317,,1,,
california,13,Dakin Sundeen,Rep,,,,,,,26,,,,,112,,,,,,,,,318,,2,,
california,2,Dale K. Mensing,Rep,,,,,,,,,,,,,,99,,,,,,,319,,1,,
california,2,Dale Mensing,Rep,,,,,,,28,,,,,129,,,,114,,70,,,319,,3,,
california,3,Dan Logue,Rep,,,,,,,22,,,,,129,,,,,,,,,320,,2,,
california,3,Dan Lungren,Rep,,,,53,37,4,,,47,7,,,,,,,,,,,321,L000517,5,,
california,4,Dan Lungren,Rep,,,,,,8,,,,17,,,,,,,,,,,321,L000517,2,,
california,5,Dan Lungren,Rep,,,,,,,,,,1,,,,,,,,,,,321,L000517,1,,
california,6,Dan Lungren,Rep,,,,,,5,,,,14,,,,,,,,,,,321,L000517,2,,
california,7,Dan Lungren,Rep,,,,,,48,,,,109,,,,,,,,,,,321,L000517,2,,
california,9,Dan Lungren,Rep,,,,,,,,,,6,,,,,,,,,,,321,L000517,1,,
california,37,Dan Lungren,Rep,,,,,,,,,,1,,,,,,,,,,,321,L000517,1,,
california,33,Dana Rohrabacher,Rep,,,,,,5,,,,4,,,,,,,,,,,322,R000409,2,,
california,46,Dana Rohrabacher,Rep,House,59,20,,23,2,,112,34,,,,,,,,,,,,322,R000409,6,,
california,47,Dana Rohrabacher,Rep,,,,,,14,,,,17,,,,,,,,,,,322,R000409,2,,
california,48,Dana Rohrabacher,Rep,House,,,,,31,14,,,95,21,103,21,91,21,55,,,,,322,R000409,9,,
california,51,Dana Rohrabacher,Rep,,,,,,1,,,,,,,,,,,,,,,322,R000409,1,,
california,46,Dana Rohrbacher,Rep,,,,50,,,,,,,,,,,,,,,,,322,R000409,1,,
california,8,Dana Walsh,Rep,,,,12,,,,,,,,,,,,,,,,,323,,1,,
