candidate_bonica,candidate_ces,politician_id,Unique_Project_ID,office_seat_name,district,cycle,state_ces,type,chamber,bioguide_id,Ran prior to 2019,Notes,year_ces,obs,id_lt_ces,state_bonica,id_lt_bonica,score,state,candidate,year
rodney britz glassman,rodney glassman,1257,177,Class III,0,2010,arizona,Sen,,,1,,2010,1483,19,arizona,35,0.9315058,,,
ron barber,ron barber,3054,178,District 2,1,2012,arizona,Rep,,B001279,2,,2012,11,41,arizona,22,0.999998,,,
ron barber,ron barber,3054,178,District 8,1,2012,arizona,Rep,,B001279,2,,2012,11,41,arizona,22,0.999998,,,
ron drake,ron drake,15750,179,District 7,7,2006,arizona,Rep,,,1,,2006,92,19,arizona,23,0.9999966,,,
ruben gallego,ruben gallego,3883,180,District 3,3,2022,arizona,Rep,House,G000574,0,,2022,133,19,arizona,8,0.9999995,,,
ruben gallego,ruben gallego,3883,180,District 7,7,2018,arizona,Rep,House,G000574,6,,2018,155,18,arizona,7,0.9999995,,,
ruth mcclung,ruth mcclung,8382,181,District 7,7,2010,arizona,Rep,,,1,,2010,131,20,arizona,24,0.99999934,,,
trent franks,scott fistler,,182,District 8,7,2012,arizona,Rep,,,2,,2012,35,42,arizona,16,0.80715436,,,
scott garrett,scott garrett,2817,183,District 5,5,2010,new jersey,Rep,House,G000548,12,,2010,123,24,new jersey,38,1.0000001,,,
spencer morgan,spencer morgan,5509,184,District 5,5,2012,arizona,Rep,,,2,,2012,35,44,arizona,27,0.99999684,,,
steve ferrara,steve ferrara,8724,185,District 9,9,2018,arizona,Rep,,,1,,2018,181,19,arizona,14,1.0000007,,,
sydney hay,sydney hay,16116,186,District 1,1,2008,arizona,Rep,,,1,,2008,43,15,arizona,18,0.9999978,,,
talia fuentes-wolfe,talia fuentes,16129,187,District 5,5,2016,arizona,Rep,,,1,,2016,143,19,arizona,22,0.95875037,,,
tom latham,tom latham,2884,188,District 3,1,2012,iowa,Rep,,L000111,2,,2012,3,14,iowa,0,1,,,
tom latham,tom latham,2884,188,District 4,4,2006,iowa,Rep,,L000111,6,,2006,57,14,iowa,9,1,,,
tiffany shedd,tiffany shedd,10871,189,District 1,1,2020,arizona,Rep,,,0,,2020,122,20,arizona,23,0.9999974,,,
timothy s. bee,"timothy s. ""tim"" bee",16146,190,District 8,8,2008,arizona,Rep,,,1,,2008,108,16,arizona,4,0.9812026,,,
tom o'halleran,tom o'halleran,8312,191,District 2,2,2022,arizona,Rep,,O000171,0,,2022,192,20,arizona,10,0.9999999,,,
tom o'halleran,tom o'halleran,8312,191,District 1,1,2018,arizona,Rep,,O000171,3,,2018,126,20,arizona,2,0.9999999,,,
trent franks,trent franks,2812,192,District 2,2,2010,arizona,Rep,House,F000448,7,,2010,265,21,arizona,14,0.9999991,,,
vernon b. parker,vernon parker,3890,193,District 9,9,2012,arizona,Rep,,,2,,2012,71,47,arizona,25,0.97805005,,,
wendy j. rogers,wendy rogers,3893,194,District 9,9,2014,arizona,Rep,,,2,,2014,30,20,arizona,6,0.98096305,,,
allen boyd,allen boyd,8405,195,District 2,2,2006,florida,Rep,,B000716,4,,2006,81,2,florida,26,1.0000001,,,
andy mayberry,andy mayberry,11421,196,District 2,2,2006,arkansas,Rep,,,1,,2006,87,0,arkansas,5,1.0000001,,,
asa hutchinson,asa hutchinson,6597,197,,0,2018,arkansas,Gov,,H001014,4,,2018,521,0,arkansas,12,0.999998,,,
beth anne rankin,beth rankin,5441,198,District 4,4,2010,arkansas,Rep,,,1,,2010,90,0,arkansas,1,0.91510653,,,
blanche lincoln,blanche lincoln,379,199,Class III,0,2010,arkansas,Sen,,L000035,2,,2010,258,2,arkansas,18,1,,,
bruce westerman,bruce westerman,3682,200,District 4,4,2022,arkansas,Rep,,W000821,6,,2022,142,1,arkansas,10,1,,,
bruce westerman,bruce westerman,3682,200,District 4,4,2016,arkansas,Rep,,W000821,6,,2016,126,1,arkansas,4,1,,,
bruce westerman,bruce westerman,3682,200,District 4,4,2014,arkansas,Rep,,W000821,6,,2014,21,0,arkansas,3,1,,,
celeste williams,celeste williams,10349,201,District 3,3,2020,arkansas,Rep,,,0,,2020,165,2,arkansas,4,0.99995744,,,
chad causey,chad causey,8377,202,District 1,1,2010,arkansas,Rep,,,1,,2010,107,3,arkansas,4,1,,,
chintan desai,chintan desai,8713,203,District 1,1,2018,arkansas,Rep,,,1,,2018,115,2,arkansas,0,0.99999815,,,
clarke tucker,clarke tucker,8558,204,District 2,2,2018,arkansas,Rep,,,1,,2018,141,3,arkansas,3,0.9999976,,,
conner w. eldridge,conner eldridge,5424,205,Class III,0,2016,arkansas,Sen,,,1,,2016,527,2,arkansas,11,0.9761073,,,
david whitaker,david whitaker,8379,206,District 3,3,2010,arkansas,Rep,,,1,,2010,165,4,arkansas,13,1,,,
dianne curry,dianne curry,3672,207,District 2,2,2016,arkansas,Rep,,,1,,2016,137,3,arkansas,2,1.0000001,,,
french hill,french hill,3676,208,District 2,2,2022,arkansas,Rep,House,H001072,6,,2022,110,2,arkansas,5,1.0000002,,,
french hill,french hill,3676,208,District 2,2,2016,arkansas,Rep,House,H001072,6,,2016,138,4,arkansas,0,1.0000002,,,
harmon jeffress,gene jeffress,5433,209,District 4,4,2012,arkansas,Rep,,,2,,2012,37,1,arkansas,2,0.91261685,,,
hayden shamel,hayden shamel,8715,210,District 4,4,2018,arkansas,Rep,,,1,,2018,106,5,arkansas,9,0.99999654,,,
herb rule,herb rule,5444,211,District 2,2,2012,arkansas,Rep,,,2,,2012,40,2,arkansas,14,1.0000001,,,
jackie mcpherson,jackie mcpherson,3677,212,District 1,1,2014,arkansas,Rep,,,2,,2014,15,2,arkansas,10,1,,,
james lee witt,james witt,3684,213,District 4,4,2014,arkansas,Rep,,,2,,2014,22,3,arkansas,5,0.95922184,,,
joe c. ross,joe ross,15745,214,District 4,4,2006,arkansas,Rep,,,1,,2006,68,2,arkansas,3,0.977626,,,
john boozman,john boozman,376,215,District 3,3,2006,arkansas,Rep,House,B001236,5,,2006,100,3,arkansas,7,1.0000002,,,
john boozman,john boozman,376,215,Class III,0,2022,arkansas,Sen,Senate,B001236,11,,2022,546,3,arkansas,13,1.0000002,,,
john boozman,john boozman,376,215,Class III,0,2016,arkansas,Sen,Senate,B001236,11,,2016,532,5,arkansas,9,1.0000002,,,
john boozman,john boozman,376,215,Class III,0,2010,arkansas,Sen,Senate,B001236,11,,2010,479,5,arkansas,15,1.0000002,,,
josh mahony,joshua mahony,8714,216,District 3,3,2018,arkansas,Rep,,,1,,2018,159,7,arkansas,10,0.97399306,,,
joyce ann elliott,joyce elliott,8378,217,District 2,2,2010,arkansas,Rep,,,1,,2010,117,6,arkansas,8,0.98416615,,,
rebekah j. kennedy,ken aden,,218,District 3,3,2012,arkansas,Rep,,,2,,2012,23,4,arkansas,6,0.8102562,,,
kerry hicks,kerry hicks,16154,219,District 4,4,2016,arkansas,Rep,,,1,,2016,126,6,arkansas,3,1.0000002,,,
robert marion berry,marion berry,13310,220,District 1,1,2006,arkansas,Rep,,B000420,6,,2006,93,4,arkansas,0,0.9472704,,,
mark l. pryor,mark pryor,1541,221,Class II,0,2014,arkansas,Sen,Senate,P000590,6,,2014,87,5,arkansas,14,0.9589255,,,
mark a. west,mark west,9171,222,District 1,1,2016,arkansas,Rep,,,1,,2016,127,7,arkansas,6,0.9301503,,,
mike beebe,mike beebe,6808,223,,0,2010,arkansas,Gov,,,8,,2010,480,10,arkansas,21,1.0000002,,,
mike beebe,mike beebe,6808,223,,0,2006,arkansas,Gov,,,8,,2006,352,7,arkansas,10,1.0000002,,,
michael avery ross,michael ross,6598,224,District 4,4,2010,arkansas,Rep,,R000573,2,,2010,89,9,arkansas,0,0.92748183,,,
mickey d. stumbaugh,"mickey ""stubby"" stumbaugh",15743,225,District 1,1,2006,arkansas,Rep,,,1,,2006,94,6,arkansas,1,0.95775247,,,
mike beebe,mike huckabee,,226,,0,2006,arkansas,Gov,,,1,,2006,349,8,arkansas,10,0.8754963,,,
patrick henry hays,patrick hays,3675,227,District 2,2,2014,arkansas,Rep,,,2,,2014,22,7,arkansas,2,0.89828545,,,
rick crawford,rick crawford,2773,228,District 1,1,2022,arkansas,Rep,House,C001087,11,,2022,144,9,arkansas,7,1.0000001,,,
rick crawford,rick crawford,2773,228,District 1,1,2016,arkansas,Rep,House,C001087,11,,2016,127,8,arkansas,5,1.0000001,,,
rick crawford,rick crawford,2773,228,District 1,1,2014,arkansas,Rep,House,C001087,11,,2014,15,8,arkansas,8,1.0000001,,,
rick crawford,rick crawford,2773,228,District 1,1,2012,arkansas,Rep,House,C001087,11,,2012,35,10,arkansas,10,1.0000001,,,
rick crawford,rick crawford,2773,228,District 1,1,2010,arkansas,Rep,House,C001087,11,,2010,108,11,arkansas,6,1.0000001,,,
ricky dale harrington jr.,ricky harrington jr.,10797,229,Class II,0,2020,arkansas,Sen,,,0,,2020,536,7,arkansas,10,0.9639457,,,
roy blunt,roy blunt,644,230,District 7,7,2006,missouri,Rep,House,B000575,5,,2006,105,15,missouri,0,1.0000008,,,
scott ellington,scott ellington,5425,231,District 1,1,2012,arkansas,Rep,,,2,,2012,35,12,arkansas,8,1.0000001,,,
steve isaacson,steve isaacson,16153,232,District 3,3,2016,arkansas,Rep,,,1,,2016,143,9,arkansas,8,1.0000001,,,
steve womack,steve womack,3045,233,District 3,3,2022,arkansas,Rep,House,W000809,11,,2022,149,10,arkansas,2,1,,,
steve womack,steve womack,3045,233,District 3,3,2016,arkansas,Rep,House,W000809,11,,2016,143,10,arkansas,7,1,,,
steve womack,steve womack,3045,233,District 3,3,2014,arkansas,Rep,House,W000809,11,,2014,28,9,arkansas,6,1,,,
steve womack,steve womack,3045,233,District 3,3,2012,arkansas,Rep,House,W000809,11,,2012,53,13,arkansas,5,1,,,
steve womack,steve womack,3045,233,District 3,3,2010,arkansas,Rep,House,W000809,11,,2010,172,12,arkansas,12,1,,,
tim griffin,tim griffin,2831,234,District 2,2,2012,arkansas,Rep,House,G000567,6,,2012,42,15,arkansas,13,0.99999994,,,
tim griffin,tim griffin,2831,234,District 2,2,2010,arkansas,Rep,House,G000567,6,,2010,119,13,arkansas,10,0.99999994,,,
tom cotton,tom cotton,3066,235,District 4,4,2012,arkansas,Rep,House,C001095,4,,2012,37,16,arkansas,1,1.0000001,,,
victor f. snyder,vic snyder,10002,236,District 2,2,2008,arkansas,Rep,,S000672,4,,2008,69,5,arkansas,5,0.92930794,,,
william h. hanson,william hanson,10350,237,District 4,4,2020,arkansas,Rep,,,0,,2020,110,10,arkansas,2,0.98570144,,,
woodrow anderson,woodrow anderson,15744,238,District 3,3,2006,arkansas,Rep,,,1,,2006,102,12,arkansas,6,1.0000001,,,
zachary t. space,zachary t. space,8467,239,District 18,18,2006,ohio,Rep,,S001173,1,,2006,76,40,ohio,23,0.999999,,,
abel maldonado,abel maldonado,8362,240,District 24,24,2012,california,Rep,,,2,,2012,33,0,california,14,0.99999875,,,
adam b. schiff,adam b. schiff,2990,241,District 29,29,2006,california,Rep,,S001150,2,,2006,62,0,california,130,0.9999994,,,
r. adam king,adam king,3770,242,District 37,37,2014,california,Rep,,,2,,2014,12,0,california,90,0.90578514,,,
adam nick,adam nick,3799,243,District 46,46,2014,california,Rep,,,2,,2014,8,1,california,66,0.9999979,,,
adrienne nicole edwards,adrienne nicole edwards,3729,244,District 34,34,2016,california,Rep,,,1,,2016,127,1,california,45,0.99999803,,,
agnes gibboney,agnes gibboney,10371,245,District 31,31,2020,california,Rep,,,0,,2020,93,1,california,15,0.9999984,,,
aja smith,aja smith,8753,246,District 39,39,2022,california,Rep,,,0,,2022,72,2,california,72,0.9999994,,,
alan lowenthal,alan lowenthal,3079,247,District 47,47,2014,california,Rep,House,L000579,9,,2014,19,4,california,23,1.0000002,,,
alison hayden,alison hayden,10360,248,District 14,14,2022,california,Rep,,,0,,2022,79,5,california,6,0.99999416,,,
alison hayden,alison hayden,10360,248,District 15,15,2020,california,Rep,,,0,,2020,99,4,california,88,0.99999416,,,
amanda renteria,amanda renteria,3811,249,District 21,21,2014,california,Rep,,,2,,2014,2,5,california,27,0.99999833,,,
ami bera,ami bera,3070,250,District 7,7,2014,california,Rep,House,B001287,9,,2014,21,6,california,28,0.99999875,,,
ammar campa-najjar,ammar campa-najjar,8661,251,District 50,50,2020,california,Rep,,,1,,2020,110,6,california,23,0.99999946,,,
analilia joya,analilia joya,10383,252,District 44,44,2020,california,Rep,,,0,Not in Dime Data,2020,55,7,california,51,0.99999654,,,
andrew grant,andrew grant,8662,253,District 7,7,2018,california,Rep,,,1,,2018,118,5,california,92,0.99999964,,,
andrew janz,andrew janz,8613,254,District 22,22,2018,california,Rep,,,1,,2018,94,6,california,51,0.9999972,,,
andy caldwell,andy caldwell,10366,255,District 24,24,2020,california,Rep,,,0,,2020,91,8,california,96,0.99999946,,,
andrew whallon,andy whallon,3845,256,District 47,47,2016,california,Rep,,,3,,2016,126,4,california,53,0.9224148,,,
angel cardenas,angel cardenas,16306,257,District 14,14,2016,california,Rep,,,1,,2016,165,5,california,35,0.9998378,,,
angélica maría dueñas,angelica duenas,10369,258,District 29,29,2022,california,Rep,,,0,,2022,76,7,california,68,0.9103621,,,
angélica maría dueñas,angelica duenas,10369,258,District 29,29,2020,california,Rep,,,0,,2020,73,9,california,12,0.9103621,,,
anna g. eshoo,anna g. eshoo,2799,259,District 14,14,2008,california,Rep,,E000215,4,,2008,50,1,california,40,0.9999993,,,
anthony mills,anthony mills,8760,260,District 5,5,2018,california,Rep,,,1,,2018,115,8,california,24,0.99999964,,,
anthony r. de maio,anthony r. de maio,15770,261,District 17,17,2006,california,Rep,,,1,,2006,66,2,california,122,1.0000004,,,
antonio c. amador,"antonio c. ""tony"" amador",3691,262,District 9,9,2016,california,Rep,,,1,,2016,92,7,california,83,0.9547818,,,
antonio delgado,antonio delgado,8599,263,District 19,19,2018,new york,Rep,House,D000630,1,,2018,117,6,new york,17,1,,,
antonio delgado,antonio delgado,8599,263,District 19,19,2018,new york,Rep,House,D000630,1,,2018,117,6,new york,17,1,,,
antonio delgado,antonio delgado,8599,263,District 19,19,2018,new york,Rep,House,D000630,1,,2018,117,6,new york,17,1,,,
antonio sabato,"antonio sabato, jr.",8738,264,District 26,26,2018,california,Rep,,,1,,2018,88,9,california,33,0.9691892,,,
arjinderpal singh sekhon,"arjinderpal singh ""a.j."" sekhon",15754,265,District 2,2,2006,california,Rep,,,1,,2006,73,3,california,2,0.9654557,,,
arnold schwarzenegger,arnold schwarzenegger,75,266,,0,2006,california,Gov,,,3,,2006,3578,4,california,155,0.9999998,,,
arturo enrique alas,art alas,3688,267,District 32,32,2014,california,Rep,,,2,,2014,8,9,california,15,0.8741025,,,
arthur moore,art moore,3793,268,District 4,4,2014,california,Rep,,,2,,2014,26,10,california,7,0.93270874,,,
audrey denney,audrey denney,8725,269,District 1,1,2018,california,Rep,,,1,,2018,126,10,california,27,0.99999976,,,
bao nguyen,bao nguyen,8344,270,District 46,46,2016,california,Rep,,,1,,2016,66,8,california,51,0.9999951,,,
barbara boxer,barbara boxer,66,271,Class III,0,2010,california,Sen,Senate,B000711,12,,2010,5585,4,california,163,0.99999774,,,
barbara lee,barbara lee,2886,272,District 13,13,2014,california,Rep,House,L000551,9,,2014,27,12,california,79,0.9999996,,,
bart t. stupak,bart stupak,13601,273,District 1,1,2008,michigan,Rep,,S001045,6,,2008,70,1,michigan,44,0.9229971,,,
benito benny bernal,benito bernal,8741,274,District 29,29,2018,california,Rep,,,1,,2018,88,12,california,17,0.97721535,,,
benjamin campos,benjamin campos,3708,275,District 38,38,2012,california,Rep,,,4,,2012,23,10,california,5,0.9999977,,,
beth krom,beth krom,16273,276,District 48,48,2010,california,Rep,,,1,,2010,122,6,california,90,0.9999978,,,
william e. durston,"william e. ""bill"" durston",15756,277,District 3,3,2006,california,Rep,,,1,,2006,109,98,california,4,0.96572363,,,
william e. hedrick,william hedrick,8388,278,District 44,44,2010,california,Rep,,,1,,2010,106,107,california,47,0.9750579,,,
blake linden miles,blake linden miles,15803,279,District 51,51,2006,california,Rep,,,1,,2006,58,7,california,107,0.99999803,,,
robert d. conaway,bob conaway,3716,280,District 8,8,2014,california,Rep,,,2,,2014,26,14,california,31,0.9193453,,,
robert d. dutton,bob dutton,16291,281,District 31,31,2012,california,Rep,,,2,,2012,24,11,california,20,0.9420343,,,
bob filner,bob filner,13406,282,District 51,51,2008,california,Rep,House,F000116,8,,2008,29,6,california,77,0.9999996,,,
bob filner,bob filner,13406,282,District 51,51,2006,california,Rep,House,F000116,8,,2006,55,8,california,106,0.9999996,,,
bob flores,bob flores,16294,283,District 43,43,2012,california,Rep,,,2,,2012,38,13,california,66,0.99999666,,,
brett murdock,brett murdock,16320,284,District 39,39,2016,california,Rep,,,1,,2016,101,12,california,21,0.999996,,,
brian p. bilbray,brian p. bilbray,8366,285,District 52,3,2012,california,Rep,,B000461,1,,2012,1,17,california,58,0.9999988,,,
brian p. bilbray,brian p. bilbray,8366,285,District 50,50,2006,california,Rep,House,B000461,3,,2006,84,11,california,76,0.9999988,,,
brian p. bilbray,brian p. bilbray,8366,285,District 50,50,2006,california,Rep,House,B000461,3,,2006,84,11,california,76,0.9999988,,,
brian whelan,brian daniel whelan,16286,286,District 16,16,2012,california,Rep,,,2,,2012,16,16,california,99,0.9561178,,,
brian gibson,brian gibson,15790,287,District 36,36,2008,california,Rep,,,2,,2008,15,9,california,118,0.9999986,,,
brian gibson,brian gibson,15790,287,District 36,36,2006,california,Rep,,,2,,2006,73,10,california,48,0.9999986,,,
brian maryott,brian maryott,10385,288,District 49,49,2022,california,Rep,,,0,,2022,71,14,california,23,0.99999976,,,
brian nestande,brian nestande,3798,289,District 36,36,2014,california,Rep,,,2,,2014,20,16,california,89,1.0000002,,,
bryan caforio,bryan caforio,8233,290,District 25,25,2016,california,Rep,,,1,,2016,123,13,california,61,0.9999959,,,
bryan witt,bryan witt,8739,291,District 27,27,2018,california,Rep,,,1,,2018,107,14,california,4,0.9999966,,,
brynne s. kennedy,brynne kennedy,10379,292,District 4,4,2020,california,Rep,,,0,,2020,118,16,california,3,0.9843695,,,
"howard p. ""buck"" mckeon","howard p. ""buck"" mckeon",2914,293,District 25,25,2008,california,Rep,,M000508,2,,2008,44,46,california,113,1.0000001,,,
buzz patterson,buzz patterson,10389,294,District 7,7,2020,california,Rep,,,0,,2020,118,17,california,5,0.99999905,,,
carl demaio,carl demaio,3725,295,District 52,52,2014,california,Rep,,,2,,2014,29,18,california,104,0.9999982,,,
carlos santamaria,carlos santamaria,16301,296,District 5,5,2016,california,Rep,,,1,,2016,124,14,california,3,0.99999666,,,
carly fiorina,carly fiorina,415,297,Class III,0,2010,california,Sen,,,1,,2010,5597,10,california,166,0.9999986,,,
casey lucius,casey lucius,16309,298,District 20,20,2016,california,Rep,,,1,,2016,73,15,california,75,0.9999991,,,
charel winston,charel winston,15769,299,District 16,16,2008,california,Rep,,,2,,2008,12,10,california,21,0.99999774,,,
charel winston,charel winston,15769,299,District 16,16,2006,california,Rep,,,2,,2006,61,12,california,67,0.99999774,,,
charles duane brown,charles duane brown,11277,300,District 4,4,2006,california,Rep,,,1,,2006,107,13,california,38,1.0000006,,,
charles hahn,charles hahn,16199,301,District 29,29,2008,california,Rep,,,1,,2008,20,11,california,95,1.0000004,,,
charles r. hargrave,charles hargrave,14837,302,District 9,9,2008,california,Rep,,,1,,2008,13,12,california,107,0.98342705,,,
charles b. rangel,charles b. rangel,2961,303,District 15,15,2006,new york,Rep,House,R000053,2,,2006,36,6,new york,46,0.99999994,,,
charles b. rangel,charles b. rangel,2961,303,District 15,15,2006,new york,Rep,House,R000053,2,,2006,36,6,new york,46,0.99999994,,,
charlie schaupp,charlie schaupp,8742,304,District 3,3,2018,california,Rep,,,1,,2018,126,15,california,74,0.9999994,,,
christine bish,chris bish,10388,305,District 6,6,2020,california,Rep,,,0,,2020,130,18,california,85,0.95383215,,,
christopher blake wiggins,chris blake wiggins,16319,306,District 37,37,2016,california,Rep,,,1,,2016,137,16,california,19,0.9757237,,,
christine bubser,chris bubser,10390,307,District 8,8,2020,california,Rep,,,0,,2020,124,19,california,38,0.93561316,,,
chris mitchum,chris mitchum,3792,308,District 24,24,2014,california,Rep,,,2,,2014,17,19,california,3,0.9999967,,,
christian valiente,christian leonel valiente,8748,309,District 35,35,2018,california,Rep,,,1,,2018,80,16,california,62,0.94201165,,,
christina avalos,christina avalos,13395,310,District 40,40,2008,california,Rep,,,2,,2008,12,14,california,26,0.9999998,,,
christina gagnier,christina gagnier,3740,311,District 35,35,2014,california,Rep,,,2,,2014,9,20,california,48,0.9999963,,,
christine russell,christine russell,8733,312,District 18,18,2018,california,Rep,,,1,,2018,107,17,california,20,0.9999977,,,
christopher balding,christopher balding,16202,313,District 34,34,2008,california,Rep,,,1,,2008,3,15,california,49,0.99999905,,,
christy smith,christy smith,9880,314,District 27,27,2022,california,Rep,,,0,,2022,123,16,california,88,0.9999995,,,
clint curtis,clint curtis,16223,315,District 4,4,2010,california,Rep,,,1,,2010,140,12,california,132,0.99999803,,,
cristina osmena,cristina osmena,8729,316,District 14,14,2018,california,Rep,,,1,,2018,98,18,california,42,0.9999981,,,
cynthia rodriguez matthews,cynthia rodriguez matthews,11422,317,District 26,26,2006,california,Rep,,,1,,2006,80,14,california,42,0.9999986,,,
dakin sundeen,dakin sundeen,3830,318,District 13,13,2014,california,Rep,,,2,,2014,26,21,california,78,0.9999994,,,
dale mensing,dale mensing,3790,319,District 2,2,2014,california,Rep,,,3,,2014,28,22,california,99,0.99999905,,,
dan logue,dan logue,3783,320,District 3,3,2014,california,Rep,,,2,,2014,22,23,california,97,1,,,
dan lungren,dan lungren,8368,321,District 3,3,2008,california,Rep,,L000517,5,,2008,53,16,california,17,0.9952118,,,
dana rohrabacher,dana rohrabacher,2973,322,District 46,46,2006,california,Rep,House,R000409,6,,2006,59,15,california,60,0.9999999,,,
dana walsh,dana walsh,16174,323,District 8,8,2008,california,Rep,,,1,,2008,12,18,california,33,1.0000007,,,
daniel w. roberts,daniel roberts,16162,324,District 2,2,2012,california,Rep,,,2,,2012,33,25,california,80,0.97712094,,,
daniel sahagun,daniel sahagun,16240,325,District 16,16,2010,california,Rep,,,1,,2010,89,15,california,113,0.9999975,,,
danny r. turner,danny r. turner,16307,326,District 15,15,2016,california,Rep,,,1,,2016,115,19,california,79,0.99999726,,,
darcy pearl linn,darcy pearl linn,15766,327,District 10,10,2006,california,Rep,,,1,,2006,70,17,california,92,0.99999183,,,
darrell e. issa,darrell e. issa,2859,328,District 49,49,2006,california,Rep,,I000056,1,,2006,71,18,california,103,1.0000008,,,
