candidate_name,politician_id,state,cycle
Dina Titus,3065,nevada,2024
Brandon Wade,22664,oklahoma,2024
Ronnie Dean Hopkins,23007,oklahoma,2024
Randall Arrington,22995,louisiana,2024
J. Hyers,22996,louisiana,2024
Ross Shales,22997,louisiana,2024
Mel Manuel,22745,louisiana,2024
Steve Scalise,2988,louisiana,2024
Marjorie Taylor Greene,10965,georgia,2024
Shawn General Harris,15149,georgia,2024
Rich McCormick,10285,georgia,2024
Bob Christian,18463,georgia,2024
"Earl L. ""Buddy"" Carter",3304,georgia,2024
Patti Hewitt,22531,georgia,2024
Sheri Biggs,20157,south carolina,2024
Mike Bedenbaugh,22951,south carolina,2024
Bryon L. Best,22666,south carolina,2024
David Robinson II,22665,south carolina,2024
Joe Wilson,3041,south carolina,2024
Maria Elvira Salazar,9212,florida,2024
Lucia Baez-Geller,22708,florida,2024
Brandon Daugherty,22842,missouri,2024
Ray Hartmann,22720,missouri,2024
Ann Wagner,3104,missouri,2024
Shelby Davis,23013,missouri,2024
Kevin Craig,3250,missouri,2024
Eric Burlison,18110,missouri,2024
Missi Hesketh,22725,missouri,2024
Brian Fitzpatrick,8352,pennsylvania,2024
Ashley Ehasz,18242,pennsylvania,2024
Madeleine Dean,8982,pennsylvania,2024
David Winkler,22605,pennsylvania,2024
Amanda Waldman,18249,pennsylvania,2024
Dan Meuser,8990,pennsylvania,2024
Scott Perry,3123,pennsylvania,2024
Janelle Stelson,19315,pennsylvania,2024
John Joyce,8975,pennsylvania,2024
Beth Farnham,22542,pennsylvania,2024
Guy Reschenthaler,8977,pennsylvania,2024
Chris Dziados,22543,pennsylvania,2024
C.D. Reynolds,22992,rhode island,2024
Gabe Amo,19051,rhode island,2024
Allen R. Waters,10841,rhode island,2024
John Sitka III,22891,virginia,2024
"Robert C. ""Bobby"" Scott",2997,virginia,2024
Robert Wells,7928,virginia,2024
Ken L. Mitchell,22674,virginia,2024
Ben L. Cline,9057,virginia,2024
Eugene S. Vindman,20829,virginia,2024
Derrick M. Anderson,22675,virginia,2024
Jeb Brewer,22817,washington,2024
Suzan DelBene,3055,washington,2024
Michael Baumgartner,1077,washington,2024
Carmela Conroy,22736,washington,2024
Pramila Jayapal,8356,washington,2024
Dan Alexander,22819,washington,2024
Carmen Goers,22738,washington,2024
Kim Schrier,9065,washington,2024
Derrick Van Orden,10989,wisconsin,2024
Rebecca Cooke,19318,wisconsin,2024
Amish Shah,19427,arizona,2024
David Schweikert,2994,arizona,2024
Vincent Beck-Jones,22961,arizona,2024
Greg Stanton,8723,arizona,2024
Kelly Cooper,18815,arizona,2024
Katrina Schaffner,22688,arizona,2024
Andy Biggs,8721,arizona,2024
Quacy Smith,22691,arizona,2024
Paul Gosar,2824,arizona,2024
John Hauer,22989,kansas,2024
Nancy Boyda,9892,kansas,2024
Derek Schmidt,17693,kansas,2024
Omar Scott Antar,23143,connecticut,2024
Shahd Omar,23144,connecticut,2024
Leo Almoney,23142,connecticut,2024
Michael Massey,22829,connecticut,2024
Rosa L. DeLauro,2783,connecticut,2024
Ashley Hinson,9834,iowa,2024
Sarah Corkery,22632,iowa,2024
Jody Marie Madlom Puffett,22977,iowa,2024
Zach Nunn,17687,iowa,2024
Lanon Baccam,22633,iowa,2024
Justin E. Dues,22527,north carolina,2024
Mark Harris,6357,north carolina,2024
Pam Genant,18191,north carolina,2024
Tim Moore,9688,north carolina,2024
John Duarte,18610,california,2024
Adam Gray,17879,california,2024
David G. Valadao,3073,california,2024
Rudy Salas,17886,california,2024
Derek Marshall,18651,california,2024
Jay Obernolte,10391,california,2024
George Whitesides,19498,california,2024
Mike Garcia,9881,california,2024
David Kim,10374,california,2024
Jimmy Gomez,8746,california,2024
Mike Thompson,3018,california,2024
John Munn,22553,california,2024
Young Kim,8616,california,2024
Joe Kerr,19244,california,2024
David Pan,22572,california,2024
Lou Correa,8343,california,2024
Mike Levin,8618,california,2024
Matt Gunderson,19113,california,2024
Joseph O. Gaye,22911,colorado,2024
Christopher Sweat,23057,colorado,2024
Jeff Crank,22629,colorado,2024
River Gassen,22628,colorado,2024
Marcus Murphy,11731,colorado,2024
Michael Vance,23058,colorado,2024
Christopher Mitchell,18491,colorado,2024
Mary Miller,10443,illinois,2024
William Bonnett,23175,illinois,2024
Chad Koppie,1578,illinois,2024
Lowell Martin Seida,11700,illinois,2024
Lien Choi,23180,illinois,2024
Danny K. Davis,2779,illinois,2024
Raja Krishnamoorthi,5173,illinois,2024
Mark Rice,22581,illinois,2024
Jared Randall,23183,kentucky,2024
Daniel Cobble,11702,kentucky,2024
Mike Craven,22589,kentucky,2024
Morgan McGarvey,18047,kentucky,2024
Ashley Groff,22946,indiana,2024
Derrick Holder,22501,indiana,2024
Jim Baird,8836,indiana,2024
Lauri Shillings,22948,indiana,2024
Robby G. Slaughter,22947,indiana,2024
Deborah A. Pickett,22502,indiana,2024
Victoria Spartz,10291,indiana,2024
K. Richard Fitzlaff,22950,indiana,2024
Mark Messmer,22588,indiana,2024
Erik Hurt,22503,indiana,2024
"Timothy ""Tim"" Peck",22504,indiana,2024
Erin Houchin,18037,indiana,2024
Russell P. Brooksbank,8311,indiana,2024
Nancy Wallace,16691,maryland,2024
Cheryl Riley,22592,maryland,2024
Jamie Raskin,8872,maryland,2024
Austin Johnson,22855,new jersey,2024
Robin Brownfield,22854,new jersey,2024
"Theodore ""Teddy"" Liddell",22635,new jersey,2024
Donald Norcross,4429,new jersey,2024
Matthew Amitrano,22864,new jersey,2024
Herbert L. Tarbous,6039,new jersey,2024
Fahad Akhtar,22863,new jersey,2024
Scott Fegler,22639,new jersey,2024
Frank Pallone Jr.,2942,new jersey,2024
Lea Sherman,18141,new jersey,2024
Pablo Olivera,4431,new jersey,2024
Christian Robbins,22867,new jersey,2024
Anthony Valdes,22640,new jersey,2024
Rob Menendez,18145,new jersey,2024
Joshua Lanzara,22874,new jersey,2024
Lily Benavides,22873,new jersey,2024
Joseph Belnome,22643,new jersey,2024
Mikie Sherrill,8586,new jersey,2024
Kim Meudt,22876,new jersey,2024
Darius Mayfield,18144,new jersey,2024
Bonnie Watson Coleman,4448,new jersey,2024
Vic Kaplan,22875,new jersey,2024
Thomas R. Suozzi,8226,new york,2024
Michael J. LiPetri Jr.,22649,new york,2024
Paul King,18979,new york,2024
Gregory W. Meeks,2919,new york,2024
Paul Briscoe,22934,new york,2024
Daniel Goldman,18837,new york,2024
Alexander Dodenhoff,22652,new york,2024
Tina Forte,18170,new york,2024
Alexandria Ocasio-Cortez,8936,new york,2024
George S. Latimer,19468,new york,2024
Miriam Levitt Flisser,18878,new york,2024
Kevin Dural,23104,texas,2024
Todd R. Schaefer,23080,florida,2024
Aaron Bean,18628,florida,2024
"LaShonda ""L.J."" Holloway",18851,florida,2024
John H. Rutherford,8796,florida,2024
Gary L. Koniz,3166,florida,2024
Jay McGovern,16395,florida,2024
Richard Paul Dembinsky,11312,florida,2024
James David Stockton III,22694,florida,2024
Michael Waltz,9164,florida,2024
Jennifer Adams,22480,florida,2024
Cory Lee Mills,17967,florida,2024
Mike Haridopolos,22696,florida,2024
Sandy Kennedy,22832,florida,2024
Willie J. Montague,17956,florida,2024
Maxwell Alejandro Frost,18506,florida,2024
"Robert ""Rocky"" Rochford",22846,florida,2024
Christopher Allen Bradley,22965,florida,2024
Nathaniel T. Snyder,22966,florida,2024
Kathy Castor,2754,florida,2024
"Patricia ""Pat"" Kemp",22701,florida,2024
Laurel Lee,18853,florida,2024
Kari L. Lerner,22703,florida,2024
Byron Donalds,4737,florida,2024
Diana Harshbarger,10886,tennessee,2024
Richard Baker,18283,tennessee,2024
Kevin Jenkins,22726,tennessee,2024
Levi Brake,22980,tennessee,2024
Sarah Freeman,22801,tennessee,2024
James Hart,5622,tennessee,2024
David Kustoff,9011,tennessee,2024
Burgess Owens,10302,utah,2024
Katrina Fallick-Wang,23023,utah,2024
M. Evan Bullard,22976,utah,2024
Vaughn R. Cook,8069,utah,2024
Gloria Tinsley Witt,22673,virginia,2024
John J. McGuire III,19500,virginia,2024
Bentley F. Hensel,22894,virginia,2024
Jerry W. Torres,22676,virginia,2024
David R. Kennedy,22895,virginia,2024
Donald S. Beyer Jr.,4354,virginia,2024
H. Morgan Griffith,2832,virginia,2024
Karen G.H. Baker,22677,virginia,2024
Drew C. MacEwen,22818,washington,2024
Emily Randall,22737,washington,2024
Ben Steinhoff,22783,wisconsin,2024
Scott Fitzgerald,10990,wisconsin,2024
Glenn Grothman,4154,wisconsin,2024
John Zarbano,22784,wisconsin,2024
Juan Ciscomani,17857,arizona,2024
Luis Pozzolo,18382,arizona,2024
Athena Eastwood,22962,arizona,2024
Kirsten Engel,18809,arizona,2024
Daniel Francis Butierez Sr.,22689,arizona,2024
Raúl Grijalva,2833,arizona,2024
Prasanth Reddy,22710,kansas,2024
Steve Roberts,22990,kansas,2024
Sharice Davids,8844,kansas,2024
Esau Freeman,5481,kansas,2024
Ron Estes,8674,kansas,2024
Jim Griffin,22828,connecticut,2024
Mary L. Sanders,23048,connecticut,2024
John B. Larson,2883,connecticut,2024
Thomas Aaron Bailey,8652,north carolina,2024
Laurie Buckhout,19346,north carolina,2024
Don Davis,18444,north carolina,2024
Kevin Eugene Hayes,10247,north carolina,2024
Addison McDowell,19273,north carolina,2024
Ralph R. Scott Jr.,22528,north carolina,2024
Marshall Todd Helm,22886,north carolina,2024
Steven Richard Feldman,22885,north carolina,2024
Pat Harrigan,18196,north carolina,2024
Caleb Rudow,22529,north carolina,2024
Chuck Edwards,18445,north carolina,2024
Frank Pierce,22530,north carolina,2024
Brad Knott,19360,north carolina,2024
Lateefah Simon,22495,california,2024
Steve Bond,22744,hawaii,2024
Randall Kelly Meyer,22913,hawaii,2024
,,hawaii,2024
Jill N. Tokuda,3353,hawaii,2024
Aaron Toman,22912,hawaii,2024
Ed Case,1074,hawaii,2024
Patrick C. Largey,22743,hawaii,2024
Sarah McBride,19250,delaware,2024
John J. Whalen III,23018,delaware,2024
Sheila Cherfilus-McCormick,17797,florida,2024
Elizabeth Felton,23082,florida,2024
Thomas Wiktop,22704,florida,2024
Brian Mast,8331,florida,2024
Russell Prescott,22758,new hampshire,2024
Chris Pappas,9583,new hampshire,2024
Michael B. Moore,22376,south carolina,2024
Nancy Mace,4582,south carolina,2024
William Timmons,8998,south carolina,2024
Kathryn Harvey,22667,south carolina,2024
Mark Hackett,10674,south carolina,2024
Darrius Maurice Butler,17985,georgia,2024
Austin Scott,2995,georgia,2024
"Katy ""Kate"" L. Stamper",22497,georgia,2024
Barry Loudermilk,3320,georgia,2024
Shondrell Perrilloux,22999,louisiana,2024
Christy Lynch,22998,louisiana,2024
Devin Lance Graham,16642,louisiana,2024
Devin Davis,22746,louisiana,2024
Troy A. Carter Sr.,11439,louisiana,2024
Madison Horn,18705,oklahoma,2024
Stephanie Bice,11072,oklahoma,2024
Jeff Haggit,11796,wyoming,2024
Richard Brubaker,5692,wyoming,2024
Kyle G. Cameron,22680,wyoming,2024
Harriet Hageman,18607,wyoming,2024
,,wyoming,2024
Bruce Westerman,3682,arkansas,2024
Risie Howard,22492,arkansas,2024
Deliris Montanez,23103,texas,2024
Veronica Escobar,9019,texas,2024
Irene Armendariz Jackson,10707,texas,2024
Vince Duncan,11063,texas,2024
Sylvester Turner,23016,texas,2024
Lana Centonze,22612,texas,2024
Nathan Lewis,18760,texas,2024
Bernard Johnson,22849,texas,2024
Jodey C. Arrington,9024,texas,2024
Joaquin Castro,3129,texas,2024
Chad Hagg,23105,texas,2024
Roger Williams,3131,texas,2024
Phil Gray,10728,texas,2024
Ernest R. Lineberger III,22514,texas,2024
Brandon Gill,22613,texas,2024
Alan Garza,22615,texas,2024
Sylvia Garcia,9034,texas,2024
Barry Moore,10346,alabama,2024
Tom Holmes,22487,alabama,2024
Caroleene Dobson,19332,alabama,2024
Shomari Figures,19324,alabama,2024
Mike Rogers,2972,alabama,2024
Dale Strong,17836,alabama,2024
Robin Litaker,22551,alabama,2024
Terri A. Sewell,3001,alabama,2024
Orlando Sonza,19353,ohio,2024
Greg Landsman,18205,ohio,2024
Alexander David Schrank,23113,ohio,2024
David J. Taylor,22596,ohio,2024
Samantha Meadows,18410,ohio,2024
Michael Young,22597,ohio,2024
Joyce Beatty,3119,ohio,2024
Tamie Wilson,18411,ohio,2024
Jim Jordan,2867,ohio,2024
Keith Mundy,17027,ohio,2024
Bob Latta,2885,ohio,2024
Tom Pruss,23044,ohio,2024
Derek Merrin,22599,ohio,2024
Marcy Kaptur,2868,ohio,2024
Kevin Coughlin,22601,ohio,2024
Emilia Sykes,18219,ohio,2024
Yvette Herrell,8602,new mexico,2024
Gabriel Vasquez,18147,new mexico,2024
Seth Moulton,4333,massachusetts,2024
Ayanna S. Pressley,10488,massachusetts,2024
Robert G. Burke,18867,massachusetts,2024
Stephen F. Lynch,2899,massachusetts,2024
Tom Emmer,3412,minnesota,2024
Jeanne Hendricks,18093,minnesota,2024
Michael Guest,8698,mississippi,2024
Craig Elliot Raybon,22518,mississippi,2024
Mike Ezell,18707,mississippi,2024
John B. Driscoll,3288,montana,2024
Troy Downing,19412,montana,2024
Don Bacon,8230,nebraska,2024
Tony Vargas,18014,nebraska,2024
Erica Lee Carter,23121,texas,2024
Maria Dunn,23122,texas,2024
Mike Diel,16824,missouri,2024
"Edward A. ""Andy"" Maidment",18109,missouri,2024
Sam Graves,2827,missouri,2024
Pam May,22804,missouri,2024
Dwight Evans,8980,pennsylvania,2024
Chrissy Houlahan,8986,pennsylvania,2024
Neil Young,22607,pennsylvania,2024
Timothy M. Kennedy,22661,new york,2024
Jennifer Tran,22494,california,2024
Anna Cheng Kramer,22558,california,2024
Kevin Mullin,17881,california,2024
Daniel Jose Bocic Martinez,18571,california,2024
Gil Cisneros,8615,california,2024
David Serpa,22569,california,2024
Mark Takano,3078,california,2024
Roger Groh,22571,california,2024
Nanette Diaz Barragán,8757,california,2024
Michelle Steel,9728,california,2024
Derek Tran,19308,california,2024
Darrell E. Issa,2859,california,2024
Stephen Houlahan,17904,california,2024
Tom McClintock,2908,california,2024
"Michael J. ""Mike"" Barkley",3697,california,2024
Scott Peters,3081,california,2024
Peter J. Bono,22573,california,2024
Sara Jacobs,9817,california,2024
Bill Wells,17907,california,2024
Rudy Recile,18364,california,2024
John Garamendi,2815,california,2024
Bill Foster,3061,illinois,2024
Anna Schiefelbein,23173,illinois,2024
Jerry Evans,22583,illinois,2024
Mike Bost,3457,illinois,2024
Brian Roberts,22520,illinois,2024
Eric Sorensen,18025,illinois,2024
Joe McGraw,22584,illinois,2024
Marcus Lewis,5174,illinois,2024
Jonathan L. Jackson,18701,illinois,2024
Alicia Martinez,18943,illinois,2024
Edward Hershey,18718,illinois,2024
Lupe Castillo,23035,illinois,2024
"Jesus ""Chuy"" Garcia",8828,illinois,2024
Benjamin August Middendorf,23184,kentucky,2024
Thomas Massie,3056,kentucky,2024
Ronald M. Owens-Bey,5846,maryland,2024
Scott M. Collier,18779,maryland,2024
Kweisi Mfume,10496,maryland,2024
Sue Altman,19130,new jersey,2024
Thomas H. Kean Jr.,264,new jersey,2024
Lana Leguia,22866,new jersey,2024
Andrew Black,22865,new jersey,2024
Thomas Zmich,10612,new york,2024
Grace Meng,3114,new york,2024
Joseph Chou,22933,new york,2024
William Kregler,22650,new york,2024
Nydia M. Velazquez,3029,new york,2024
Paul D. Tonko,3024,new york,2024
Kevin M. Waltz,22656,new york,2024
Paula Collins,22657,new york,2024
Elise M. Stefanik,3579,new york,2024
Nicholas A. Langworthy,18738,new york,2024
Thomas A. Carle,22658,new york,2024
Anthony G. Marecki,22662,new york,2024
Chris Bob Reed,22546,west virginia,2024
Jim Umberger,23208,west virginia,2024
Wes Holden,22837,west virginia,2024
Carol Miller,8582,west virginia,2024
A. Warden,23209,west virginia,2024
Joseph Christman,22968,oregon,2024
Suzanne Bonamici,3053,oregon,2024
Bob Todd,22602,oregon,2024
Dan Ruby,22539,oregon,2024
Cliff Bentz,10647,oregon,2024
Michael Kurt Stettler,18565,oregon,2024
Janelle S. Bynum,19274,oregon,2024
Brett Smith,22973,oregon,2024
Sonja Feintech,22972,oregon,2024
Lori Chavez-DeRemer,18233,oregon,2024
Andrea Thorn Townsend,22974,oregon,2024
Rayfield Morton,23118,new jersey,2024
Russell A. Jenkins,23117,new jersey,2024
Greg Lopez,18626,colorado,2024
Christopher Lafont,23120,ohio,2024
Gary Dickson,23119,new york,2024
Mazi Melesa Pilip,19069,new york,2024
Bradley Garth Green,19049,utah,2023
Kathleen Riebe,19047,utah,2023
January Walker,18315,utah,2023
,,utah,2023
Jonathan La Rele Peterson,23124,utah,2023
Joseph Geddes Buchman,11318,utah,2023
Cassie Easley,18310,utah,2023
Celeste Maloy,19048,utah,2023
Perry Myers,23123,utah,2023
Gerry Leonard,19052,rhode island,2023
,,rhode island,2023
Gabe Amo,19051,rhode island,2023
Jennifer L. McClellan,19060,virginia,2023
,,virginia,2023
Leon Benjamin Sr.,10772,virginia,2023
Dwight Evans,8980,pennsylvania,2022
Christopher Hoeppner,11326,pennsylvania,2022
David Galluch,18247,pennsylvania,2022
Mary Gay Scanlon,8984,pennsylvania,2022
Scott Perry,3123,pennsylvania,2022
Shamaine Daniels,18457,pennsylvania,2022
Mary Lou Sanders,18888,connecticut,2022
John B. Larson,2883,connecticut,2022
Larry Lazor,17931,connecticut,2022
Jayme Stevenson,18696,connecticut,2022
Jim Himes,2848,connecticut,2022
Jahana Hayes,10400,connecticut,2022
George Logan,17936,connecticut,2022
William F. Powers,18988,indiana,2022
Jennifer-Ruth Green,18416,indiana,2022
Frank J. Mrvan,10452,indiana,2022
Nathan Gotsch,18674,indiana,2022
Jim Banks,8593,indiana,2022
Gary L. Snyder,18030,indiana,2022
Andrew Horning,1181,indiana,2022
Ray McCormick,18034,indiana,2022
Larry D. Bucshon,2741,indiana,2022
Juan Pagán,18166,new york,2022
William E. Henry,18719,indiana,2022
Marla Godette,18990,indiana,2022
Paul D. Steury,18029,indiana,2022
Rudy Yakym,18849,indiana,2022
,,maine,2022
Edwin Thelander,18054,maine,2022
Chellie Pingree,600,maine,2022
,,new york,2022
Nydia M. Velazquez,3029,new york,2022
Mikhail Itkis,18734,new york,2022
Mike Zumbluskas,18168,new york,2022
Jerry Nadler,2930,new york,2022
Alexandria Ocasio-Cortez,8936,new york,2022
Desi Joseph Cuellar,18736,new york,2022
Tina Forte,18170,new york,2022
Elizabeth L. Joy,10594,new york,2022
Paul D. Tonko,3024,new york,2022
Elise M. Stefanik,3579,new york,2022
Matt Castelli,18561,new york,2022
Claudia Tenney,3582,new york,2022
Steven Holden,18177,new york,2022
Thomas M. Rumba,18390,tennessee,2022
Meg Gorman,10887,tennessee,2022
Rick Tyler,6373,tennessee,2022
Chuck Fleischmann,2806,tennessee,2022
Christina Bohannan,18038,iowa,2022
Mariannette Miller-Meeks,3442,iowa,2022
,,iowa,2022
Liz Mathis,17754,iowa,2022
Ashley Hinson,9834,iowa,2022
Zach Nunn,17687,iowa,2022
Cindy Axne,8622,iowa,2022
Bryan Jack Holder,10312,iowa,2022
Ryan Melton,18039,iowa,2022
Randy Feenstra,10427,iowa,2022
Matt Brock,18613,california,2022
Mike Thompson,3018,california,2022
Ami Bera,3070,california,2022
Tamika Hamilton,10370,california,2022
Max Semenenko,18363,california,2022
Doris Matsui,2904,california,2022
Alison Hayden,10360,california,2022
Eric Swalwell,3072,california,2022
Lucie Lapointe Volotzky,17892,california,2022
Brad Sherman,3002,california,2022
David Kim,10374,california,2022
Jimmy Gomez,8746,california,2022
Mike Cargile,10375,california,2022
Norma J. Torres,3835,california,2022
Joe E. Collins III,10382,california,2022
Ted W. Lieu,3781,california,2022
Eric J. Ching,17897,california,2022
Linda T. Sánchez,3015,california,2022
Stan Caplan,18378,california,2022
Sara Jacobs,9817,california,2022
Tyler Geffeney,18615,california,2022
Juan Vargas,3080,california,2022
Gloria R. Wiggins,18792,louisiana,2022
Clay Higgins,9185,louisiana,2022
Holden Hoggatt,18790,louisiana,2022
Lessie Olivia Leblanc,18791,louisiana,2022
Tia Lebrun,18720,louisiana,2022
Guy McLendon,12411,louisiana,2022
Menachem M. Raitport,18835,new york,2022
Thomas Payne Jr.,18721,louisiana,2022
Jake Shaheen,18052,louisiana,2022
Yvette D. Clarke,2760,new york,2022
Bill Huizenga,2854,michigan,2022
Lorence R. Wenke,16745,michigan,2022
Joseph Alfonso,18076,michigan,2022
Curtis Michael Clark,18862,michigan,2022
Bob Lorinser,18074,michigan,2022
Andrew Gale,18724,michigan,2022
Liz Hakola,18842,michigan,2022
Jack Bergman,8335,michigan,2022
Stephen F. Lynch,2899,massachusetts,2022
Robert G. Burke,18867,massachusetts,2022
,,massachusetts,2022
Jake Auchincloss,11107,massachusetts,2022
Lori Loureiro Trahan,10484,massachusetts,2022
Dean A. Tran,18067,massachusetts,2022
James P. McGovern,2911,massachusetts,2022
Jeffrey A. Sossa-Paquette,18066,massachusetts,2022
Tracey Mann,10894,kansas,2022
"James ""Jimmy"" Beard",18697,kansas,2022
Hunter Pullen,18794,louisiana,2022
"Oscar ""Omar"" Dantzler",9727,louisiana,2022
